Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (East),2013,9,1,0,—,—,—,27.9,30.7,26,5.6,30.6
Boon Lay (East),2013,9,2,21.2,—,—,—,27.5,32.2,24.2,6.2,33.1
Boon Lay (East),2013,9,3,20.4,—,—,—,27,30.9,23.9,4.8,32.4
Boon Lay (East),2013,9,4,27.6,—,—,—,26.5,30,24.1,5.3,20.9
Boon Lay (East),2013,9,5,27.8,—,—,—,26.6,28.1,24.4,6.5,28.8
Boon Lay (East),2013,9,6,11.2,—,—,—,26.4,29.2,23,8.1,50.4
Boon Lay (East),2013,9,7,15.4,—,—,—,26,28.8,22.7,8.9,46.4
Boon Lay (East),2013,9,8,14.8,—,—,—,26.7,31.4,22.8,7.4,30.6
Boon Lay (East),2013,9,9,1,—,—,—,26.7,29.8,25.2,8.4,35.3
Boon Lay (East),2013,9,10,34.6,—,—,—,26.1,27.9,23.2,9.4,36.7
Boon Lay (East),2013,9,11,8.2,—,—,—,27.8,31.1,23.4,7.4,25.2
Boon Lay (East),2013,9,12,3.8,—,—,—,28.9,32.7,24.7,7.2,30.2
Boon Lay (East),2013,9,13,0,—,—,—,28.6,31,27.5,5.8,36
Boon Lay (East),2013,9,14,0,—,—,—,28.9,30.6,27.8,7.1,31.3
Boon Lay (East),2013,9,15,36.2,—,—,—,26,29,23.3,7,38.9
Boon Lay (East),2013,9,16,0,—,—,—,28.1,31.4,24.8,5.1,21.6
Boon Lay (East),2013,9,17,1.8,—,—,—,28,30.5,26.5,5.5,24.8
Boon Lay (East),2013,9,18,0,—,—,—,29,31.5,27.1,6.7,22.7
Boon Lay (East),2013,9,19,0,—,—,—,29.2,32.2,27.2,7.3,29.9
Boon Lay (East),2013,9,20,0,—,—,—,29.2,32.2,27.4,9,26.6
Boon Lay (East),2013,9,21,0,—,—,—,29.3,31.1,28.1,9.4,34.9
Boon Lay (East),2013,9,22,0,—,—,—,29.4,32.5,27.6,9.5,33.5
Boon Lay (East),2013,9,23,0,—,—,—,29.5,32.3,27.2,8.2,26.6
Boon Lay (East),2013,9,24,0,—,—,—,29.7,32.1,27.6,8.3,30.2
Boon Lay (East),2013,9,25,34.4,—,—,—,28.1,30.5,21.9,5.2,60.1
Boon Lay (East),2013,9,26,27.8,—,—,—,26.8,29.6,23,5.2,49.7
Boon Lay (East),2013,9,27,0.2,—,—,—,28.5,31.3,26.4,6.4,25.2
Boon Lay (East),2013,9,28,0,—,—,—,28.9,31.7,27,5.4,26.6
Boon Lay (East),2013,9,29,7.8,—,—,—,27.9,31.8,22.9,6.9,44.6
Boon Lay (East),2013,9,30,2.6,—,—,—,28.1,30.1,25.1,8.5,30.6
