Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2018,12,1,21.2,10.8,13,15.2,26.3,31.3,24.3,5.8,40
Ang Mo Kio,2018,12,2,14,9.4,9.4,12.6,26.6,31.9,24.7,5,26.3
Ang Mo Kio,2018,12,3,2.6,1,1.4,1.4,26.3,30.5,24.6,4,33.8
Ang Mo Kio,2018,12,4,0,0,0,0,28.1,32.6,24.8,5,27.4
Ang Mo Kio,2018,12,5,10.8,8,8.2,10.8,27.1,31.6,24.7,4.3,29.2
Ang Mo Kio,2018,12,6,6.8,5.6,6,6,26.7,30.5,25.1,3.6,20.9
Ang Mo Kio,2018,12,7,0.2,0.2,0.2,0.2,27.2,30.5,24.9,3.6,19.8
Ang Mo Kio,2018,12,8,37.4,27.4,30,33.8,27,32.8,24.1,3.6,28.8
Ang Mo Kio,2018,12,9,2.8,2.6,2.6,2.8,27.8,32,25.5,4,28.8
Ang Mo Kio,2018,12,10,0,0,0,0,27.5,32.1,25.6,4,29.2
Ang Mo Kio,2018,12,11,27.6,9,10.6,16.4,26.1,32.1,23.7,4.7,27.4
Ang Mo Kio,2018,12,12,0.6,0.6,0.6,0.6,26.8,31.3,24.9,4,29.2
Ang Mo Kio,2018,12,13,0,0,0,0,26.1,28.3,25,5.4,24.8
Ang Mo Kio,2018,12,14,0,0,0,0,26.7,29.5,24.6,5.8,27.7
Ang Mo Kio,2018,12,15,11.8,4.4,4.6,6.4,26.5,31.5,24.3,4.7,31
Ang Mo Kio,2018,12,16,3,1.4,2,2.4,26.5,32.2,24,4,33.1
Ang Mo Kio,2018,12,17,0.2,0.2,0.2,0.2,27.5,31.8,25,4.7,29.9
Ang Mo Kio,2018,12,18,0,0,0,0,28.1,31.9,25.6,5.8,25.9
Ang Mo Kio,2018,12,19,44.6,39.4,43.4,44.6,27.3,32.3,22.9,5,42.8
Ang Mo Kio,2018,12,20,12.4,6.8,12,12.4,27.1,34,23.7,6.1,30.6
Ang Mo Kio,2018,12,21,4.4,4.2,4.2,4.2,27.4,31.5,25.5,6.1,33.1
Ang Mo Kio,2018,12,22,1.2,1,1,1,27.7,32.2,25.4,5.8,29.9
Ang Mo Kio,2018,12,23,32.2,20.4,31.8,32.2,27.4,32.9,23.3,4.3,46.4
Ang Mo Kio,2018,12,24,0.2,0.2,0.2,0.2,28.3,32.6,25.2,5,30.2
Ang Mo Kio,2018,12,25,0,0,0,0,28.6,32.5,25.8,4.3,33.5
Ang Mo Kio,2018,12,26,0.2,0.2,0.2,0.2,28.2,32.4,23.9,7.2,35.6
Ang Mo Kio,2018,12,27,0,0,0,0,27.7,30.3,25.3,5.4,24.8
Ang Mo Kio,2018,12,28,0,0,0,0,29.2,33.5,26.3,6.5,33.8
Ang Mo Kio,2018,12,29,0,0,0,0,28,30.8,25.2,4.7,19.4
Ang Mo Kio,2018,12,30,0.6,0.6,0.6,0.6,28.6,34.5,26.3,5,27.4
Ang Mo Kio,2018,12,31,5.6,3,4.4,5.4,27.1,31.6,24.8,6.1,36.7
