Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2018,3,1,0,0,0,0,27.6,32,25.1,11.5,35.6
Admiralty,2018,3,2,19.2,14.4,18,19.2,27.1,32.7,24.6,8.3,29.2
Admiralty,2018,3,3,3,2,2,3,27.2,32.1,25.6,9.7,33.5
Admiralty,2018,3,4,4.8,4,4.8,4.8,27.4,34.8,24.6,6.1,25.6
Admiralty,2018,3,5,0,0,0,0,28.1,33.1,25.5,13.7,39.2
Admiralty,2018,3,6,0,0,0,0,28.5,35.6,25.1,7.2,36.7
Admiralty,2018,3,7,8.6,5.2,6.6,7.2,26.1,28.5,24.1,8.6,39.6
Admiralty,2018,3,8,0,0,0,0,26.6,29.3,24.8,10.4,35.6
Admiralty,2018,3,9,0,0,0,0,27.9,31.7,25.1,16.2,47.5
Admiralty,2018,3,10,9,4.8,5,5.6,26.8,29.7,24.6,16.9,58.3
Admiralty,2018,3,11,0,0,0,0,27.2,30.7,24.8,15.5,44.3
Admiralty,2018,3,12,0,0,0,0,27.5,30.7,25.2,13.3,40.3
Admiralty,2018,3,13,0,0,0,0,27.7,31.5,25.5,12.2,41
Admiralty,2018,3,14,0,0,0,0,28.1,33.2,25.4,11.2,36
Admiralty,2018,3,15,0,0,0,0,28.5,34.8,25.2,9.7,27.4
Admiralty,2018,3,16,0,0,0,0,28.2,33,26.4,13,33.8
Admiralty,2018,3,17,0,0,0,0,28.4,33.6,25.9,12.2,35.3
Admiralty,2018,3,18,0,0,0,0,28.1,32.1,25.7,14,41.4
Admiralty,2018,3,19,0.6,0.6,0.6,0.6,28.4,33.6,25.7,11.5,32.8
Admiralty,2018,3,20,0,0,0,0,28.1,33.5,26,10.4,32.8
Admiralty,2018,3,21,0,0,0,0,27.9,32.6,25.6,8.3,37.4
Admiralty,2018,3,22,0,0,0,0,28.5,33.1,26.2,16.2,41.8
Admiralty,2018,3,23,0,0,0,0,28.4,32.7,25.9,15.1,38.2
Admiralty,2018,3,24,0,0,0,0,27.9,32.2,24.9,12.6,41
Admiralty,2018,3,25,2.4,1,1.2,1.2,26.6,30.3,24.6,8.3,29.9
Admiralty,2018,3,26,0,0,0,0,27.5,32.3,25.5,10.4,42.1
Admiralty,2018,3,27,3,1.2,1.4,1.8,25.1,27.3,23.5,10.8,36.7
Admiralty,2018,3,28,11.6,9.8,10.4,11,26.4,33.3,23,7.2,40
Admiralty,2018,3,29,2.6,1.8,2.4,2.6,26.5,30.8,24.3,6.8,27.7
Admiralty,2018,3,30,9,4.2,7,7.4,26.1,32.1,22.4,6.1,32.8
Admiralty,2018,3,31,0,0,0,0,27.5,33.6,24.7,8.3,36
