Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2016,2,1,0,0,0,0,28.5,32.4,25.7,14,43.2
Admiralty,2016,2,2,6.6,3.8,4.8,6.4,27.4,30.8,24.3,11.5,40.7
Admiralty,2016,2,3,0,0,0,0,28.2,32.6,25.6,10.1,36.7
Admiralty,2016,2,4,4.2,2.2,2.8,4.2,27.4,30.5,26,8.6,27
Admiralty,2016,2,5,3,2,2,2.8,27.6,31.6,25.7,6.8,25.2
Admiralty,2016,2,6,2.6,1.2,1.2,1.2,28,31.4,26.1,14.8,44.6
Admiralty,2016,2,7,33.6,19.4,24.2,27.4,26.4,28.1,24,18,56.2
Admiralty,2016,2,8,0,0,0,0,26.8,28.3,25.9,16.6,52.2
Admiralty,2016,2,9,0,0,0,0,26.5,28.5,25.2,9.7,27.7
Admiralty,2016,2,10,7.6,2.8,5,7.6,26.2,28,24.7,12.2,35.3
Admiralty,2016,2,11,0,0,0,0,26.9,29.7,24.9,11.2,28.8
Admiralty,2016,2,12,6.2,6.2,6.2,6.2,27.2,31.7,23.6,10.4,40.3
Admiralty,2016,2,13,0.2,0.2,0.2,0.2,28.1,31.8,26.1,14,40.3
Admiralty,2016,2,14,41.2,15.4,24.4,36.4,27.1,32.6,24.8,9.4,42.5
Admiralty,2016,2,15,0,0,0,0,28.3,32.2,25.6,11.9,34.9
Admiralty,2016,2,16,0,0,0,0,28,31.4,26.1,16.2,52.2
Admiralty,2016,2,17,0,0,0,0,27.6,30.9,25.3,14.8,50.4
Admiralty,2016,2,18,0,0,0,0,27.3,30.8,24.6,10.4,45.7
Admiralty,2016,2,19,69,15.2,27.8,41.6,24.7,26.7,23.5,7.2,32.8
Admiralty,2016,2,20,1.4,1.2,1.2,1.4,26.1,28.4,24.2,10.4,38.2
Admiralty,2016,2,21,0,0,0,0,27.1,31.5,24.6,12.6,42.5
Admiralty,2016,2,22,0,0,0,0,27.5,31.3,24.9,13,38.5
Admiralty,2016,2,23,0,0,0,0,27.4,30.7,25.2,12.6,36.7
Admiralty,2016,2,24,13.4,8.2,8.4,9.6,25.7,29.1,24,11.2,34.9
Admiralty,2016,2,25,0.2,0.2,0.2,0.2,27.3,31,24.8,18,58
Admiralty,2016,2,26,0,0,0,0,27.6,31.1,25.1,15.1,43.2
Admiralty,2016,2,27,0,0,0,0,27.8,31.9,25.1,13.7,43.2
Admiralty,2016,2,28,0,0,0,0,27.9,31.4,25.7,15.8,46.8
Admiralty,2016,2,29,0.2,0.2,0.2,0.2,28.1,31.4,26.1,16.9,47.2
