Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Semakau Island,2013,10,1,0.6,—,—,—,29.1,30.5,27.5,14,31.7
Semakau Island,2013,10,2,2.6,—,—,—,28,29.4,23.8,17.2,57.2
Semakau Island,2013,10,3,0,—,—,—,29.1,30.3,28.2,9.4,26.3
Semakau Island,2013,10,4,20.4,—,—,—,28.7,29.7,25.1,12.4,64.4
Semakau Island,2013,10,5,5.6,—,—,—,27.8,29,25.8,14,67.3
Semakau Island,2013,10,6,9.2,—,—,—,28.1,29.7,25.4,14.2,75.6
Semakau Island,2013,10,7,0,—,—,—,27.7,28.6,25.5,13.1,50.4
Semakau Island,2013,10,8,4.6,—,—,—,28.6,30.1,27.4,11.4,51.5
Semakau Island,2013,10,9,0,—,—,—,28.4,31.4,25.7,12.6,72.4
Semakau Island,2013,10,10,3.2,—,—,—,28.8,31.3,27.2,12.5,33.8
Semakau Island,2013,10,11,0.4,—,—,—,28.7,29.9,27.3,10.8,30.2
Semakau Island,2013,10,12,4.6,—,—,—,28.9,31.4,27.6,12.7,45.4
Semakau Island,2013,10,13,0,—,—,—,27.8,29.7,26.9,18.9,32.8
Semakau Island,2013,10,14,0.2,—,—,—,28.5,30.1,26.8,21.3,44.6
Semakau Island,2013,10,15,18,—,—,—,28.1,29.6,25.8,16.6,49.3
Semakau Island,2013,10,16,0,—,—,—,28,30.7,26.4,14.1,33.5
Semakau Island,2013,10,17,0,—,—,—,27.8,29.2,26.2,17.4,36.7
Semakau Island,2013,10,18,11,—,—,—,27.4,30,25.2,16.6,43.6
Semakau Island,2013,10,19,0,—,—,—,27.2,29.2,25.3,7.8,20.5
Semakau Island,2013,10,20,4.2,—,—,—,27.4,28.9,25.5,15.8,48.2
Semakau Island,2013,10,21,27,—,—,—,27,29.8,23.1,13.6,40.7
Semakau Island,2013,10,22,0.2,—,—,—,27.9,29.6,26,13.9,51.5
Semakau Island,2013,10,23,0.4,—,—,—,28.6,30.6,26.6,11.9,33.1
Semakau Island,2013,10,24,0,—,—,—,29.2,30.9,27.7,12.4,29.2
Semakau Island,2013,10,25,0,—,—,—,29.4,31,28.4,12.4,29.5
Semakau Island,2013,10,26,0,—,—,—,29.3,32.5,26.5,15.2,37.1
Semakau Island,2013,10,27,0,—,—,—,28.7,30.5,26.8,13.3,38.9
Semakau Island,2013,10,28,0,—,—,—,29.1,30.6,28,11.4,55.4
Semakau Island,2013,10,29,3.6,—,—,—,29,31.3,27.6,11,33.5
Semakau Island,2013,10,30,10.2,—,—,—,28.1,30.7,26.3,8.6,26.6
Semakau Island,2013,10,31,0.2,—,—,—,27.2,30.9,24.3,7.3,42.1
