Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2014,4,1,2.2,1.6,2,2,28.1,31.1,25.9,5.6,26.3
Tuas South,2014,4,2,7.8,5.8,7.8,7.8,28.5,31.2,25.5,5.8,19.1
Tuas South,2014,4,3,0,0,0,0,29.5,34.2,27.3,5.3,25.9
Tuas South,2014,4,4,0,0,0,0,28.1,30.8,26,6.7,18
Tuas South,2014,4,5,23.2,12,14.6,17.2,26.9,28.7,24.2,9.4,37.8
Tuas South,2014,4,6,0,0,0,0,29,33.2,26.1,7.2,22.3
Tuas South,2014,4,7,0,0,0,0,29,33.2,26.3,6.9,25.9
Tuas South,2014,4,8,0,0,0,0,28.2,31,26.4,8.9,32.8
Tuas South,2014,4,9,0,0,0,0,28.3,31.1,25.7,7.1,27
Tuas South,2014,4,10,10.8,10.6,10.6,10.8,27.9,31.8,24.5,5.5,29.2
Tuas South,2014,4,11,0,0,0,0,28.5,32.1,26.5,7.6,28.1
Tuas South,2014,4,12,4.2,4,4.2,4.2,27.5,29.6,24.3,5.1,31.7
Tuas South,2014,4,13,5.4,4.4,5.4,5.4,28.2,31.1,25.3,6.6,28.8
Tuas South,2014,4,14,0,0,0,0,28.6,33,26.3,5.4,26.3
Tuas South,2014,4,15,0.4,0.4,0.4,0.4,28.5,31.7,26.5,6.7,22.7
Tuas South,2014,4,16,0,0,0,0,28.3,30.6,26.5,6.7,24.5
Tuas South,2014,4,17,0,0,0,0,28.8,31.2,26.8,5.1,23.8
Tuas South,2014,4,18,0.4,0.4,0.4,0.4,28.4,30.2,26.5,5.6,37.8
Tuas South,2014,4,19,0,0,0,0,28.9,31.7,26.1,5.2,22
Tuas South,2014,4,20,0.8,0.8,0.8,0.8,28.2,30.3,25.6,4.4,34.6
Tuas South,2014,4,21,2.2,1.6,2,2.2,27.2,29,26.2,6.2,42.8
Tuas South,2014,4,22,1.4,1.2,1.4,1.4,27.8,32,25.9,5.1,25.6
Tuas South,2014,4,23,1.4,1.2,1.4,1.4,28.4,32.1,25.8,4.7,26.6
Tuas South,2014,4,24,7.4,7.2,7.4,7.4,28.1,31.2,25.3,5.7,29.2
Tuas South,2014,4,25,18.2,18,18.2,18.2,28.4,31.7,25.2,6,21.2
Tuas South,2014,4,26,0,0,0,0,28.9,31.1,27.1,5.3,23.8
Tuas South,2014,4,27,3.8,3.4,3.8,3.8,28.3,31.5,25.2,6,41.8
Tuas South,2014,4,28,6.8,4.4,5.6,6.4,28.8,31.1,26.2,6.8,37.1
Tuas South,2014,4,29,0,0,0,0,28.6,30.3,27.4,6.2,31.3
Tuas South,2014,4,30,0,0,0,0,28.8,30.7,27.2,5.6,20.2
