Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2016,9,1,3.6,3.2,3.4,3.6,27.1,31.6,24.7,5,34.6
Changi,2016,9,2,0,0,0,0,28.5,31.6,25.1,6.5,24.1
Changi,2016,9,3,0,0,0,0,29.1,32.3,26,6.8,23
Changi,2016,9,4,1.8,1.8,1.8,1.8,28.7,33,26.6,5.8,35.3
Changi,2016,9,5,12.6,9.4,12.2,12.6,27.9,31.3,25.8,5,25.6
Changi,2016,9,6,1,1,1,1,28.8,31.8,26.9,8.6,29.9
Changi,2016,9,7,5,4.2,4.2,4.2,27.5,28.5,24.3,7.9,46.8
Changi,2016,9,8,0,0,0,0,29.2,31.8,27.7,9,31.7
Changi,2016,9,9,6.6,6.2,6.2,6.4,27.8,32.2,25.3,7.2,45.7
Changi,2016,9,10,2.8,2.4,2.6,2.8,27,29.8,22.9,6.5,51.1
Changi,2016,9,11,0.2,0.2,0.2,0.2,28.5,32.1,25.8,8.3,34.6
Changi,2016,9,12,3.4,3,3.4,3.4,26.3,28.6,24.1,5.4,37.8
Changi,2016,9,13,0,0,0,0,28.9,32.3,25.2,9.4,30.6
Changi,2016,9,14,34,12.6,15.8,17,26.5,30.5,23.1,6.5,39.2
Changi,2016,9,15,0,0,0,0,28.7,32.2,25.3,7.6,28.4
Changi,2016,9,16,15.2,9.6,12.2,13.4,28.1,32.3,22.7,7.6,54
Changi,2016,9,17,0,0,0,0,28.9,32,26,5,27.7
Changi,2016,9,18,7.2,5.8,7,7.2,28.3,32.9,22.6,5.4,45.4
Changi,2016,9,19,15.8,9.8,14,15.4,28.3,31.9,23.9,6.1,37.8
Changi,2016,9,20,0,0,0,0,28.7,32.8,25.2,9,39.6
Changi,2016,9,21,2.5,—,—,—,28.1,33.6,24,—,—
Changi,2016,9,22,0,0,0,0,28.3,32.4,26.1,6.5,23.8
Changi,2016,9,23,0,0,0,0,28.4,32.3,25.3,6.1,27.7
Changi,2016,9,24,0,0,0,0,28.5,32.1,25.6,8.3,26.6
Changi,2016,9,25,0,0,0,0,28.7,32.6,25.8,6.8,25.9
Changi,2016,9,26,0,0,0,0,28.3,33.3,25.5,6.8,29.9
Changi,2016,9,27,0,0,0,0,28.1,30.3,26,6.1,21.6
Changi,2016,9,28,0,0,0,0,29.7,34.1,26.4,7.2,25.2
Changi,2016,9,29,0,0,0,0,29.6,34.4,26.3,7.2,37.4
Changi,2016,9,30,7.2,6.2,6.8,7,28.1,34.3,24.3,6.1,42.8
