Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2017,12,1,0,0,0,0,28.8,33.1,25.9,8.3,20.9
Tuas South,2017,12,2,0,0,0,0,28.9,32.1,26,7.2,20.9
Tuas South,2017,12,3,7.8,6.2,6.8,7,28.5,30.9,26.1,5.8,19.8
Tuas South,2017,12,4,0.2,0.2,0.2,0.2,28.5,31.1,26.8,4.3,15.1
Tuas South,2017,12,5,0,0,0,0,29.1,33.2,26.8,4.3,23
Tuas South,2017,12,6,0.2,0.2,0.2,0.2,28.6,31.6,25.2,6.5,27.7
Tuas South,2017,12,7,0.6,0.4,0.6,0.6,27.9,30.8,26.2,5.8,19.4
Tuas South,2017,12,8,0,0,0,0,27.6,30.6,25.2,7.2,28.1
Tuas South,2017,12,9,0,0,0,0,26.6,28.2,25.5,6.1,22.7
Tuas South,2017,12,10,5.6,4.2,5.2,5.6,28,32.3,25.6,6.1,23.8
Tuas South,2017,12,11,10.8,10.2,10.6,10.6,27.6,31.8,24.6,6.5,22.7
Tuas South,2017,12,12,19.2,15.8,16.2,16.2,26.6,29.9,24.4,5.4,32
Tuas South,2017,12,13,0,0,0,0,27.4,31.6,25.7,6.8,24.8
Tuas South,2017,12,14,0,0,0,0,28.3,32.3,25.8,6.8,24.5
Tuas South,2017,12,15,16.2,15.6,16.2,16.2,27.4,31.5,23.4,5.4,38.9
Tuas South,2017,12,16,2.2,1.2,2,2.2,27.6,31.3,24.9,4.7,23.8
Tuas South,2017,12,17,0,0,0,0,28,31.3,25.9,7.2,27.7
Tuas South,2017,12,18,0,0,0,0,28.2,32.1,25.9,7.2,23.8
Tuas South,2017,12,19,0,0,0,0,27.1,30.8,25.4,7.6,25.2
Tuas South,2017,12,20,5.8,5.4,5.6,5.8,27.3,31.1,25.4,7.2,25.6
Tuas South,2017,12,21,0,0,0,0,28.2,31.4,25.6,7.2,26.3
Tuas South,2017,12,22,11.8,11,11.8,11.8,28.1,31.7,24.7,10.4,47.5
Tuas South,2017,12,23,8.8,6.8,7,7.2,27.5,30.4,24.3,8.6,31.7
Tuas South,2017,12,24,0,0,0,0,26.8,27.9,25.7,7.6,25.6
Tuas South,2017,12,25,14.2,13.2,14.2,14.2,27.6,31,25.2,7.6,40.7
Tuas South,2017,12,26,2,1,1.2,1.4,27.5,30.7,24.8,7.6,32.8
Tuas South,2017,12,27,0,0,0,0,28,32.3,25.3,5.8,20.2
Tuas South,2017,12,28,0,0,0,0,28,31.5,26,5.8,18.4
Tuas South,2017,12,29,7.6,7.6,7.6,7.6,27.7,32.1,25.8,6.5,35.3
Tuas South,2017,12,30,26,13.8,19.6,21.2,26.7,30.7,24.4,5.4,32.4
Tuas South,2017,12,31,21.6,6,7.2,8.2,25.3,26.4,24.6,5,18.7
