Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2014,3,1,0,0,0,0,27.2,31.9,25.2,8.1,38.9
Newton,2014,3,2,0,0,0,0,27.7,33.8,24.7,7,30.6
Newton,2014,3,3,0,0,0,0,27.4,32.5,25,6.9,36.7
Newton,2014,3,4,0,0,0,0,27.3,32,25.1,8.2,36.7
Newton,2014,3,5,0,0,0,0,27.6,34.2,24.5,7.7,39.2
Newton,2014,3,6,0,0,0,0,27,31,24.3,8.1,38.2
Newton,2014,3,7,0,0,0,0,27.3,31.5,24.7,7.7,33.1
Newton,2014,3,8,0,0,0,0,27.6,32.9,25.2,7.9,37.8
Newton,2014,3,9,0,0,0,0,27.3,31.5,24.6,8.6,42.1
Newton,2014,3,10,0,0,0,0,27.3,31.6,25.1,8.6,43.6
Newton,2014,3,11,0,0,0,0,27.8,32.9,24.9,8.9,40.7
Newton,2014,3,12,0,0,0,0,27.7,32.6,25.2,9.1,38.2
Newton,2014,3,13,0,0,0,0,28.1,34.1,25.1,7.4,35.3
Newton,2014,3,14,0,0,0,0,28.4,33.2,25.3,7.4,37.8
Newton,2014,3,15,3.8,3.6,3.6,3.8,27.7,30.7,26,9.1,38.5
Newton,2014,3,16,25.4,6.2,8.6,15.8,25.7,27.2,23.8,5.7,45.7
Newton,2014,3,17,11,5,7,7.2,25.9,27.8,24.7,5.1,29.2
Newton,2014,3,18,15.8,9.2,10.4,14.2,26.3,29.8,24.9,5.2,35.6
Newton,2014,3,19,0,0,0,0,26.5,30.4,24.6,4.8,33.1
Newton,2014,3,20,42.2,20.6,34.6,42.2,26.8,32.2,24.3,4.5,25.2
Newton,2014,3,21,1.6,1.6,1.6,1.6,27.1,31.6,24.9,5.5,24.8
Newton,2014,3,22,0,0,0,0,27.3,30.2,25.1,6.4,34.6
Newton,2014,3,23,0,0,0,0,27.6,32,24.7,7.6,36.4
Newton,2014,3,24,0,0,0,0,27.9,32.2,25.1,7.3,34.2
Newton,2014,3,25,0,0,0,0,28.1,32.8,25.5,8.3,34.9
Newton,2014,3,26,0,0,0,0,28.3,32,25.9,6.4,32
Newton,2014,3,27,0,0,0,0,28.4,32.3,25.8,7.2,32.8
Newton,2014,3,28,0,0,0,0,28.4,32.2,26.2,8.5,37.8
Newton,2014,3,29,0,0,0,0,28.1,32.7,26.4,5.9,28.1
Newton,2014,3,30,0,0,0,0,28.4,32.6,26.2,7,26.3
Newton,2014,3,31,0,0,0,0,28.8,33.7,26.9,8.6,37.4
