Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Semakau Island,2017,12,1,0,0,0,0,—,—,—,18.4,37.1
Semakau Island,2017,12,2,0,0,0,0,—,—,—,15.1,34.2
Semakau Island,2017,12,3,0,0,0,0,—,—,—,16.2,33.5
Semakau Island,2017,12,4,0,0,0,0,—,—,—,10.8,24.5
Semakau Island,2017,12,5,0,0,0,0,—,—,—,12.6,32
Semakau Island,2017,12,6,0,0,0,0,—,—,—,14.4,46.4
Semakau Island,2017,12,7,2.2,1,1,1.2,—,—,—,14,31.7
Semakau Island,2017,12,8,0.2,0.2,0.2,0.2,—,—,—,20.5,46.1
Semakau Island,2017,12,9,0,0,0,0,—,—,—,19.8,47.2
Semakau Island,2017,12,10,0,0,0,0,—,—,—,16.6,41.8
Semakau Island,2017,12,11,9.8,6,9.2,9.6,—,—,—,16.9,41.4
Semakau Island,2017,12,12,3.4,1.2,1.2,2,—,—,—,14.4,41.4
Semakau Island,2017,12,13,—,—,—,—,—,—,—,15.8,36
Semakau Island,2017,12,14,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,15,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,16,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,17,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,18,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,19,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,20,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,21,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,22,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,23,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,24,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,25,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,26,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,27,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,28,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,29,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,30,—,—,—,—,—,—,—,—,—
Semakau Island,2017,12,31,—,—,—,—,—,—,—,—,—
