Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (East),2013,8,1,3.6,—,—,—,27.6,30,22.9,9.8,54.7
Boon Lay (East),2013,8,2,0.6,—,—,—,27.9,30.1,25.5,10.3,40
Boon Lay (East),2013,8,3,0,—,—,—,29.4,32.2,27.6,8.3,25.6
Boon Lay (East),2013,8,4,0.8,—,—,—,28.7,31,26.2,6.8,29.2
Boon Lay (East),2013,8,5,45.2,—,—,—,27,29,23.1,9.5,42.5
Boon Lay (East),2013,8,6,0,—,—,—,28.7,31.2,25.9,7.3,29.9
Boon Lay (East),2013,8,7,3,—,—,—,28.5,31.1,26.3,7.9,33.8
Boon Lay (East),2013,8,8,18.8,—,—,—,27.3,29.1,22.9,10.4,41.8
Boon Lay (East),2013,8,9,0,—,—,—,28.5,31.9,26.3,5.5,25.9
Boon Lay (East),2013,8,10,0.4,—,—,—,27.6,31.6,23.5,8.9,70.2
Boon Lay (East),2013,8,11,19.2,—,—,—,27.1,31.2,22.4,5.1,50
Boon Lay (East),2013,8,12,8.6,—,—,—,27.7,31.8,22.6,7.3,49
Boon Lay (East),2013,8,13,1.2,—,—,—,27.1,28.8,23.8,6.5,35.6
Boon Lay (East),2013,8,14,17.4,—,—,—,27.8,29.9,24.4,5.1,31
Boon Lay (East),2013,8,15,0,—,—,—,28.7,31.3,27.2,8.4,29.5
Boon Lay (East),2013,8,16,0,—,—,—,28.5,31.1,26.4,8.1,30.2
Boon Lay (East),2013,8,17,3.2,—,—,—,28.3,31.2,26.5,5.3,25.9
Boon Lay (East),2013,8,18,0,—,—,—,28.5,32,26.6,5.2,27.4
Boon Lay (East),2013,8,19,0,—,—,—,28.6,32.3,25.6,7.1,29.5
Boon Lay (East),2013,8,20,0,—,—,—,28,31,25.8,5.6,32
Boon Lay (East),2013,8,21,0,—,—,—,28.8,31.5,27.1,7.6,32
Boon Lay (East),2013,8,22,30,—,—,—,28.8,31.9,23.1,7.3,40
Boon Lay (East),2013,8,23,0,—,—,—,29,31.3,26.1,8.5,29.9
Boon Lay (East),2013,8,24,0,—,—,—,29.4,32.4,27.5,8.2,30.6
Boon Lay (East),2013,8,25,0,—,—,—,29.2,32,27.6,9.4,34.2
Boon Lay (East),2013,8,26,9.6,—,—,—,28.3,30.6,24.4,7.9,35.6
Boon Lay (East),2013,8,27,0,—,—,—,29.1,32.4,26.9,7.4,26.3
Boon Lay (East),2013,8,28,23.2,—,—,—,28.2,32.2,25,6.5,42.1
Boon Lay (East),2013,8,29,0,—,—,—,27.7,30.7,25.5,6.2,40.3
Boon Lay (East),2013,8,30,0,—,—,—,27.9,30.9,24.8,5.9,32.8
Boon Lay (East),2013,8,31,2.6,—,—,—,28.7,32.1,25.9,6,27
