Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2018,4,1,2.6,2.6,2.6,2.6,26.7,31.6,24.4,14.8,51.8
Pulau Ubin,2018,4,2,0.2,0.2,0.2,0.2,27.7,32.4,24.9,13,31.7
Pulau Ubin,2018,4,3,0,0,0,0,27.9,32.5,24.9,13.7,33.5
Pulau Ubin,2018,4,4,0,0,0,0,27.7,32.5,24.1,13.7,33.1
Pulau Ubin,2018,4,5,0,0,0,0,27.7,33.5,23.9,14.4,41.8
Pulau Ubin,2018,4,6,0,0,0,0,27.6,33.7,24.5,15.1,42.5
Pulau Ubin,2018,4,7,0,0,0,0,27.6,31.5,24.6,15.5,37.4
Pulau Ubin,2018,4,8,0,0,0,0,28.2,31.8,25.5,15.5,39.2
Pulau Ubin,2018,4,9,0,0,0,0,28.2,32.2,25.4,15.5,40
Pulau Ubin,2018,4,10,0,0,0,0,28.1,32.8,24.9,13.7,41
Pulau Ubin,2018,4,11,0,0,0,0,28.4,33.4,25.1,13.7,37.4
Pulau Ubin,2018,4,12,0,0,0,0,28.8,33.8,25,15.5,43.6
Pulau Ubin,2018,4,13,0,0,0,0,28.7,33.4,25.5,16.9,43.9
Pulau Ubin,2018,4,14,5.2,4.6,4.8,4.8,27.5,33.4,24.6,13.3,37.8
Pulau Ubin,2018,4,15,15.8,7.6,12,14.6,26.7,32.4,24,12.6,49.7
Pulau Ubin,2018,4,16,14.8,11.6,14.6,14.6,25.9,31.5,23.9,13.3,45.4
Pulau Ubin,2018,4,17,0.2,0.2,0.2,0.2,28,33.3,24.7,15.5,36.7
Pulau Ubin,2018,4,18,0,0,0,0,28,32.7,24.8,18.4,48.6
Pulau Ubin,2018,4,19,1.6,1.6,1.6,1.6,27.3,32.6,24.9,16.2,44.6
Pulau Ubin,2018,4,20,0,0,0,0,27.4,32.8,24.9,16.2,49.3
Pulau Ubin,2018,4,21,0,0,0,0,26.7,32.7,24.7,16.9,41.4
Pulau Ubin,2018,4,22,1.8,1.2,1.2,1.4,27.1,32.5,24.7,15.8,47.5
Pulau Ubin,2018,4,23,0.2,0.2,0.2,0.2,27,31.4,25.2,16.6,50
Pulau Ubin,2018,4,24,0,0,0,0,28.1,33,24.4,15.1,38.2
Pulau Ubin,2018,4,25,0,0,0,0,29.3,35,25.4,14.8,37.8
Pulau Ubin,2018,4,26,41.2,23,27.6,41,27.7,33.4,24.1,14,35.6
Pulau Ubin,2018,4,27,26.8,20,25.8,26.4,25.9,32,22.1,16.6,32.4
Pulau Ubin,2018,4,28,3.4,2.6,3.2,3.2,26.8,33.4,23.6,18.7,52.9
Pulau Ubin,2018,4,29,0.2,0.2,0.2,0.2,28.5,33.1,24.4,16.9,51.1
Pulau Ubin,2018,4,30,5.2,5,5,5,28.1,33.7,25.1,13,33.8
