Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tengah,2012,8,1,0,—,—,—,—,30.7,23.7,8,29.5
Tengah,2012,8,2,0,—,—,—,—,32,25.2,10.1,27.7
Tengah,2012,8,3,6.8,—,—,—,—,32.2,23.2,9.6,31.3
Tengah,2012,8,4,0,—,—,—,—,32,23.5,8,29.5
Tengah,2012,8,5,0,—,—,—,—,32.2,24,10.2,35.3
Tengah,2012,8,6,0.1,—,—,—,—,30.7,23.3,9.6,37.1
Tengah,2012,8,7,0,—,—,—,—,32.5,23.3,10.1,33.5
Tengah,2012,8,8,0,—,—,—,—,32.4,22.4,12.6,37.1
Tengah,2012,8,9,0,—,—,—,—,33.2,22.8,11.7,33.5
Tengah,2012,8,10,0,—,—,—,—,33.8,23.8,11.3,31.3
Tengah,2012,8,11,0,—,—,—,—,33.6,24.5,10.2,27.7
Tengah,2012,8,12,0.1,—,—,—,—,32.4,23,7.7,27.7
Tengah,2012,8,13,0,—,—,—,—,33.5,23.6,8.1,29.5
Tengah,2012,8,14,0,—,—,—,—,34.3,23.9,9.2,31.3
Tengah,2012,8,15,0,—,—,—,—,33.6,24.3,13,31.3
Tengah,2012,8,16,0,—,—,—,—,33,24.6,9.8,31.3
Tengah,2012,8,17,20,—,—,—,—,30.2,23.2,8,38.9
Tengah,2012,8,18,0,—,—,—,—,33.2,23.4,9.8,29.5
Tengah,2012,8,19,9.8,—,—,—,—,33.2,23.9,7.1,42.5
Tengah,2012,8,20,0.2,—,—,—,—,33.5,24,7.8,33.5
Tengah,2012,8,21,2.5,—,—,—,—,33.6,23.3,7.9,51.8
Tengah,2012,8,22,0,—,—,—,—,32.4,23.4,9.5,31.3
Tengah,2012,8,23,2.5,—,—,—,—,30.2,23.6,10.1,42.5
Tengah,2012,8,24,0,—,—,—,—,33,24.4,13.1,27.7
Tengah,2012,8,25,0,—,—,—,—,32.2,24.4,7.5,35.3
Tengah,2012,8,26,0,—,—,—,—,31.7,24.4,5.8,31.3
Tengah,2012,8,27,57.5,—,—,—,—,27.4,22.8,7.4,48.2
Tengah,2012,8,28,1.8,—,—,—,—,29.4,23.4,8.3,27.7
Tengah,2012,8,29,4.7,—,—,—,—,30.1,24,8,24.1
Tengah,2012,8,30,2.2,—,—,—,—,29.2,22.8,5.3,27.7
Tengah,2012,8,31,2.4,—,—,—,—,29.5,23.3,7.1,27.7
