Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2016,10,1,1.2,1.2,1.2,1.2,28,32,25.6,5.4,33.1
Ang Mo Kio,2016,10,2,0.4,0.4,0.4,0.4,30.2,34.2,27,6.1,35.6
Ang Mo Kio,2016,10,3,5.6,3.6,4.2,5,27.9,31.2,24,6.5,36.4
Ang Mo Kio,2016,10,4,0,0,0,0,28.8,33.4,26.6,5.4,33.5
Ang Mo Kio,2016,10,5,0,0,0,0,28.7,31.8,26.1,5.4,27.7
Ang Mo Kio,2016,10,6,0.4,0.4,0.4,0.4,28.1,30.5,25.1,4.3,30.6
Ang Mo Kio,2016,10,7,41.8,16,23.6,27.8,25.6,28.3,22.9,4.7,39.6
Ang Mo Kio,2016,10,8,0.2,0.2,0.2,0.2,28.4,32.2,24.8,4.7,23
Ang Mo Kio,2016,10,9,0,0,0,0,29.2,33.2,26.2,4.7,25.2
Ang Mo Kio,2016,10,10,0,0,0,0,29.7,34.1,26.4,6.5,31.7
Ang Mo Kio,2016,10,11,0,0,0,0,30.4,34.3,27.4,7.9,38.2
Ang Mo Kio,2016,10,12,0,0,0,0,29.6,33.5,26.9,7.9,33.8
Ang Mo Kio,2016,10,13,0,0,0,0,29.1,31.4,27.3,7.6,33.1
Ang Mo Kio,2016,10,14,27.4,26.2,26.6,26.6,28.4,31.9,23.2,8.3,50.4
Ang Mo Kio,2016,10,15,0.2,0.2,0.2,0.2,29.8,33.7,26,7.2,37.4
Ang Mo Kio,2016,10,16,4.4,2.8,3,3.2,28.4,31.7,25.4,7.9,41.8
Ang Mo Kio,2016,10,17,0,0,0,0,29.1,31.9,27.1,7.2,27.7
Ang Mo Kio,2016,10,18,36.4,19.2,33.6,36.4,29.3,33.2,23.4,6.5,25.2
Ang Mo Kio,2016,10,19,13.2,8.6,11.8,12.6,27.6,30.8,22.4,6.1,51.1
Ang Mo Kio,2016,10,20,0,0,0,0,29.4,33.4,26.4,5.8,23.8
Ang Mo Kio,2016,10,21,0,0,0,0,29.2,34.4,26.3,5,25.6
Ang Mo Kio,2016,10,22,0,0,0,0,28.4,30.6,25.2,6.5,34.2
Ang Mo Kio,2016,10,23,0.2,0.2,0.2,0.2,28.5,32.2,26.3,3.6,19.4
Ang Mo Kio,2016,10,24,1.2,0.6,0.8,1,27.1,30.2,25.5,4.7,25.6
Ang Mo Kio,2016,10,25,36.6,22,29,31.4,26.9,31.8,22.7,5.4,30.2
Ang Mo Kio,2016,10,26,1.2,0.8,1.2,1.2,27.5,32.4,24.1,5,24.8
Ang Mo Kio,2016,10,27,17.4,7.2,8.2,8.4,25.5,30,23.2,4.3,24.5
Ang Mo Kio,2016,10,28,29.2,24.8,28.4,29.2,26.8,31.5,24.4,3.2,36.4
Ang Mo Kio,2016,10,29,2.4,0.8,0.8,1,26.8,30.1,24.5,5,36
Ang Mo Kio,2016,10,30,0.6,0.2,0.4,0.4,27.2,30.4,24.6,4.3,27.7
Ang Mo Kio,2016,10,31,0,0,0,0,28.7,32.5,25.4,5.4,25.2
