Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2014,6,1,6,3.2,3.4,3.4,28.4,32.3,26,4.7,32.8
Ang Mo Kio,2014,6,2,0,0,0,0,28.7,31.5,26.3,4.1,22
Ang Mo Kio,2014,6,3,0,0,0,0,29.4,31.7,27.8,6.3,28.1
Ang Mo Kio,2014,6,4,8.4,3.8,6.4,7,27.7,29.1,25.5,5.1,31.3
Ang Mo Kio,2014,6,5,13.8,7.6,8,8.6,26.7,29.9,24.9,5.5,31.7
Ang Mo Kio,2014,6,6,32.6,15.2,20.6,30.2,26.9,31.2,24.1,4.4,45.7
Ang Mo Kio,2014,6,7,0,0,0,0,28.6,32.3,25.2,5.7,29.9
Ang Mo Kio,2014,6,8,0,0,0,0,30.1,33.7,27.9,6.2,25.2
Ang Mo Kio,2014,6,9,0,0,0,0,29.9,35,27.3,5.6,25.9
Ang Mo Kio,2014,6,10,2.6,1.4,1.4,1.6,29.3,34.4,26.7,4.5,23.8
Ang Mo Kio,2014,6,11,0,0,0,0,30.2,33.8,27.4,5.6,29.9
Ang Mo Kio,2014,6,12,13.6,8.8,11.2,13.4,29.2,33.4,22.5,6.9,50
Ang Mo Kio,2014,6,13,0,0,0,0,29.9,33.3,27.7,5.4,23
Ang Mo Kio,2014,6,14,6,5.4,5.8,5.8,27.7,30.3,23,4.3,48.6
Ang Mo Kio,2014,6,15,0.4,0.4,0.4,0.4,29.4,32.5,27,5,22
Ang Mo Kio,2014,6,16,0,0,0,0,30.4,33.4,28.4,6.2,25.6
Ang Mo Kio,2014,6,17,0,0,0,0,30.5,34.5,28.5,7.2,27.7
Ang Mo Kio,2014,6,18,1,1,1,1,29,33.2,23.8,7.5,43.6
Ang Mo Kio,2014,6,19,11.8,11.4,11.8,11.8,29.3,33.7,23.7,5.8,42.5
Ang Mo Kio,2014,6,20,0,0,0,0,30.7,34.8,28.6,6.9,24.1
Ang Mo Kio,2014,6,21,0,0,0,0,31.1,34.5,28.6,6.5,26.6
Ang Mo Kio,2014,6,22,3.2,3,3.2,3.2,30.1,33.5,26.9,6,30.2
Ang Mo Kio,2014,6,23,0,0,0,0,30.2,33.4,27.6,5.3,28.1
Ang Mo Kio,2014,6,24,16.8,8.8,9.2,16.8,29.5,33.1,23.4,5,43.9
Ang Mo Kio,2014,6,25,7.2,7.2,7.2,7.2,28.8,32.3,22.8,6.5,40
Ang Mo Kio,2014,6,26,0,0,0,0,29.7,33.7,27.3,6,27
Ang Mo Kio,2014,6,27,0,0,0,0,27.8,29.7,25.8,6.5,34.9
Ang Mo Kio,2014,6,28,0,0,0,0,29,31.5,26.6,4.8,19.4
Ang Mo Kio,2014,6,29,16,15.8,15.8,15.8,29.1,31.9,22.3,4.5,48.6
Ang Mo Kio,2014,6,30,4.4,4.2,4.4,4.4,27.3,30.4,23.9,5.3,32
