Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2018,7,1,1,0.2,0.4,0.6,27.5,30.2,25.9,5.8,42.5
Tai Seng,2018,7,2,0.4,0.4,0.4,0.4,28,31.5,26.5,5,28.4
Tai Seng,2018,7,3,20.4,18.8,19,19,27.9,30.3,24.4,5.8,31
Tai Seng,2018,7,4,0,0,0,0,28.9,32.2,25.8,6.5,27.4
Tai Seng,2018,7,5,0,0,0,0,29.4,32.7,27.6,8.6,33.8
Tai Seng,2018,7,6,0,0,0,0,29.2,32.2,27.8,8.6,32.4
Tai Seng,2018,7,7,19.4,13,17.8,19.4,28.7,31.9,24,6.5,32.8
Tai Seng,2018,7,8,0,0,0,0,29.1,31.3,27.2,8.3,29.5
Tai Seng,2018,7,9,0,0,0,0,29.2,31.5,27.4,6.8,36
Tai Seng,2018,7,10,14.4,9.2,13.8,14.2,27.4,28.8,23.9,6.8,36
Tai Seng,2018,7,11,0,0,0,0,28.8,31.5,27.2,6.8,26.6
Tai Seng,2018,7,12,0,0,0,0,29.6,33.3,28,6.8,27.7
Tai Seng,2018,7,13,0,0,0,0,29.4,32.3,28,8.6,31.7
Tai Seng,2018,7,14,0,0,0,0,29,31.2,26.3,7.9,31
Tai Seng,2018,7,15,25.2,17.8,22.6,23.8,27.6,30.8,22.1,6.8,45.7
Tai Seng,2018,7,16,0,0,0,0,29.4,32.2,27.5,7.6,29.2
Tai Seng,2018,7,17,0,0,0,0,29.4,31.4,28,9.4,35.6
Tai Seng,2018,7,18,0,0,0,0,29.6,31.7,28.2,9.4,34.2
Tai Seng,2018,7,19,22.8,20.4,22.6,22.8,28.6,31.5,24.2,7.6,31.7
Tai Seng,2018,7,20,2.6,2.4,2.4,2.6,29.5,32.7,26.6,7.2,26.6
Tai Seng,2018,7,21,0.2,0.2,0.2,0.2,29.1,31.4,26.9,5.8,23.8
Tai Seng,2018,7,22,0,0,0,0,29.6,31.9,28.3,7.2,27.4
Tai Seng,2018,7,23,0,0,0,0,30,33.5,28.4,6.8,27
Tai Seng,2018,7,24,0,0,0,0,30,33.4,28.2,7.6,29.2
Tai Seng,2018,7,25,0.4,0.4,0.4,0.4,28.2,30.5,25.8,5.8,34.2
Tai Seng,2018,7,26,0,0,0,0,29.2,32.9,26.6,5.8,22.7
Tai Seng,2018,7,27,0,0,0,0,29.9,33.3,27.6,6.8,26.6
Tai Seng,2018,7,28,0,0,0,0,30,33.4,28,6.8,27
Tai Seng,2018,7,29,0,0,0,0,29.6,32.7,28.2,6.5,32
Tai Seng,2018,7,30,3.8,2.6,3.4,3.4,27.5,29.4,23.9,5.8,33.5
Tai Seng,2018,7,31,0,0,0,0,28.2,33.1,27,5.8,32
