Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Seletar,2016,4,1,0,—,—,—,29.8,35.3,26.5,16.9,38.9
Seletar,2016,4,2,0,—,—,—,30,35.3,25.8,15.8,40.7
Seletar,2016,4,3,6.4,—,—,—,29.1,34.9,26.1,10.8,42.5
Seletar,2016,4,4,0,—,—,—,29.7,34,26.8,14.8,35.3
Seletar,2016,4,5,0,—,—,—,29.3,33,27.3,10.8,33.5
Seletar,2016,4,6,0,—,—,—,29.9,34.9,26.5,13.3,31.3
Seletar,2016,4,7,0,—,—,—,29.8,35.8,26.4,10.4,31.3
Seletar,2016,4,8,0,—,—,—,30.1,36,26.8,12.2,31.3
Seletar,2016,4,9,15.8,—,—,—,28.7,34.5,26.1,8.6,37.1
Seletar,2016,4,10,0,—,—,—,29.7,35.7,26.1,11.5,35.3
Seletar,2016,4,11,1.6,—,—,—,30.1,34.7,27.8,8.6,29.5
Seletar,2016,4,12,0.6,—,—,—,30.5,35.5,27.7,10.4,38.9
Seletar,2016,4,13,0,—,—,—,30.6,36.7,27.3,9.4,38.9
Seletar,2016,4,14,1.6,—,—,—,30.2,34.6,27.6,8.6,37.1
Seletar,2016,4,15,3.8,—,—,—,29.3,33.1,26,7.2,37.1
Seletar,2016,4,16,0.4,—,—,—,30,35.6,27.4,8.3,42.5
Seletar,2016,4,17,0,—,—,—,30.3,35.7,27.2,11.2,31.3
Seletar,2016,4,18,0,—,—,—,30.8,35.7,27,10.8,31.3
Seletar,2016,4,19,0,—,—,—,30.9,35.4,27.7,16.2,38.9
Seletar,2016,4,20,0,—,—,—,29.9,34,27.9,7.9,29.5
Seletar,2016,4,21,0,—,—,—,30.5,35.4,27.6,14.8,35.3
Seletar,2016,4,22,10.8,—,—,—,29.7,33.8,27.4,8.3,40.7
Seletar,2016,4,23,0.8,—,—,—,29.4,33.2,27.5,10.1,29.5
Seletar,2016,4,24,13.8,—,—,—,29.6,33.6,26.8,9.7,31.3
Seletar,2016,4,25,17,—,—,—,28.7,33.8,25.4,9.7,42.5
Seletar,2016,4,26,10.6,—,—,—,29.3,34.2,26.6,5.4,20.5
Seletar,2016,4,27,0.4,—,—,—,29.1,34.9,26.7,7.9,38.9
Seletar,2016,4,28,0,—,—,—,29.1,33.7,27,7.6,38.9
Seletar,2016,4,29,12.4,—,—,—,28.8,35.1,25.6,6.1,40.7
Seletar,2016,4,30,4,—,—,—,28.5,35.4,25.8,7.6,48.2
