Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2015,3,1,0,0,0,0,28.4,33.3,25.4,13.3,42.8
Changi,2015,3,2,0,0,0,0,28.3,33.5,25.1,11.1,36.7
Changi,2015,3,3,0,0,0,0,28.4,32.9,25.8,11.3,32.4
Changi,2015,3,4,14,11.8,13,14,27.6,34.4,23.4,7.9,33.1
Changi,2015,3,5,0,0,0,0,27.8,32.9,24.7,10.2,34.2
Changi,2015,3,6,0,0,0,0,27.9,32.7,24,9.9,25.6
Changi,2015,3,7,0,0,0,0,28.3,33,25,11.5,34.2
Changi,2015,3,8,0,0,0,0,28.3,33.3,25.8,8.7,29.5
Changi,2015,3,9,0,0,0,0,28.6,32.4,26.1,11.5,38.5
Changi,2015,3,10,0,0,0,0,28.4,33.7,25.4,11.9,39.2
Changi,2015,3,11,46,23.6,25.2,29.8,25.5,28.2,23.7,6.3,45
Changi,2015,3,12,0,0,0,0,27.3,31.1,25,11.3,33.5
Changi,2015,3,13,0,0,0,0,27.7,31.7,25.1,12.4,32
Changi,2015,3,14,0,0,0,0,28,32.6,24.8,12.2,33.5
Changi,2015,3,15,0,0,0,0,27.9,31.5,25.7,10.9,31.3
Changi,2015,3,16,0,0,0,0,28.4,32.8,25.9,10.1,25.6
Changi,2015,3,17,0,0,0,0,28.3,32.3,26,11.7,29.9
Changi,2015,3,18,0,0,0,0,28.3,32.9,26,11.7,33.8
Changi,2015,3,19,0,0,0,0,28.3,32.2,26.3,11.1,32
Changi,2015,3,20,0,0,0,0,28.5,32.7,25.9,9.2,27.4
Changi,2015,3,21,0,0,0,0,28.7,33.4,26.6,11.1,32.4
Changi,2015,3,22,6.4,6.4,6.4,6.4,27.6,32.7,23.6,7.5,37.1
Changi,2015,3,23,0,0,0,0,28.6,32.9,26,11.9,31.7
Changi,2015,3,24,0,0,0,0,28.6,32.5,26.3,11.9,29.5
Changi,2015,3,25,0,0,0,0,29,33,26.9,14.9,36.7
Changi,2015,3,26,0,0,0,0,29,32.9,26.6,15.3,37.1
Changi,2015,3,27,0,0,0,0,28.9,33.1,26.5,14.3,38.5
Changi,2015,3,28,0,0,0,0,28.7,32.7,26.7,12.5,36.4
Changi,2015,3,29,9.2,6,6.2,7.8,27,28.7,24.8,7,39.6
Changi,2015,3,30,0,0,0,0,28.6,33,25.5,9.9,34.6
Changi,2015,3,31,8.8,4.8,5,5.4,27.9,32,26.1,7.9,32.8
