Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2017,11,1,—,—,—,—,—,—,—,—,—
Marina Barrage,2017,11,2,0,0,0,0,—,—,—,6.1,29.9
Marina Barrage,2017,11,3,—,—,—,—,—,—,—,—,—
Marina Barrage,2017,11,4,4,0.8,1,1.4,—,32.4,25.3,5.4,36.4
Marina Barrage,2017,11,5,0.8,0.2,0.4,0.6,29.1,33.2,25.8,4.7,24.8
Marina Barrage,2017,11,6,36.2,21.2,23.4,28,27.9,32.4,23.6,5,32
Marina Barrage,2017,11,7,1.8,1.2,1.4,1.8,27.7,29.4,27,5,22.7
Marina Barrage,2017,11,8,0.6,0.2,0.4,0.4,27.8,31.4,24.7,8.3,34.6
Marina Barrage,2017,11,9,41.6,25.2,31.6,39.6,27.3,32.6,22.9,7.2,39.2
Marina Barrage,2017,11,10,5.2,3.6,3.8,3.8,26.7,31.4,24.6,5.4,23.8
Marina Barrage,2017,11,11,1.2,0.8,1,1.2,26.9,30.6,25.6,4.7,39.6
Marina Barrage,2017,11,12,—,—,—,—,—,—,—,—,—
Marina Barrage,2017,11,13,—,—,—,—,—,—,—,—,—
Marina Barrage,2017,11,14,77.2,28.4,46.8,54,—,—,—,5.4,31
Marina Barrage,2017,11,15,0,0,0,0,—,—,—,5,19.8
Marina Barrage,2017,11,16,0,0,0,0,29.3,34.3,26.3,5.4,24.5
Marina Barrage,2017,11,17,34,16.4,22.8,23.6,27.5,30.2,24,6.1,32.8
Marina Barrage,2017,11,18,1,1,1,1,28.5,32.8,25.7,4.3,31.7
Marina Barrage,2017,11,19,7.2,7.2,7.2,7.2,28.7,32.2,26.1,5.8,29.9
Marina Barrage,2017,11,20,7.8,7.4,7.6,7.6,28,31,24.7,5.8,28.8
Marina Barrage,2017,11,21,14.8,6.2,9.8,13.4,26.6,29,23.2,4.3,47.9
Marina Barrage,2017,11,22,0,0,0,0,28.4,34.4,25.5,5.4,33.1
Marina Barrage,2017,11,23,5.2,2.4,3.8,5,27.3,30.2,25.3,6.1,25.2
Marina Barrage,2017,11,24,7.6,5.4,7,7.4,26.9,30.7,25.1,8.6,41.4
Marina Barrage,2017,11,25,4.2,3.6,4,4,27.7,32.1,25.3,6.1,24.1
Marina Barrage,2017,11,26,0,0,0,0,27.6,32,26.3,6.8,24.5
Marina Barrage,2017,11,27,2,0.6,1,1.8,26.6,28,25.4,7.9,20.5
Marina Barrage,2017,11,28,1.6,1,1,1,27.6,32,25.5,9,29.5
Marina Barrage,2017,11,29,3,1.6,2.2,3,27.8,31.2,25.2,10.4,37.1
Marina Barrage,2017,11,30,2.4,1.6,2.2,2.4,28.5,32,25.5,12.2,43.6
