Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2014,5,1,0,0,0,0,28,31.7,24.6,3.4,35.3
Pulau Ubin,2014,5,2,0,0,0,0,28.7,33.8,25.4,2.6,17.3
Pulau Ubin,2014,5,3,0,0,0,0,28.8,34.7,26.3,3.3,21.6
Pulau Ubin,2014,5,4,0,0,0,0,28.8,34,25.7,3.5,22.7
Pulau Ubin,2014,5,5,0,0,0,0,28.8,33.8,26.1,3.6,23
Pulau Ubin,2014,5,6,0,0,0,0,29.1,34.5,26.4,3.9,22.3
Pulau Ubin,2014,5,7,5.7,1.5,3,4,27.4,34.1,24.9,3.5,22.7
Pulau Ubin,2014,5,8,0.2,0.2,0.2,0.2,27.1,33.1,24.5,2.5,19.4
Pulau Ubin,2014,5,9,0.2,0.2,0.2,0.2,28.7,33.9,26.3,2.8,16.2
Pulau Ubin,2014,5,10,0,0,0,0,29.2,34.2,26.6,3.1,19.1
Pulau Ubin,2014,5,11,0.2,0.2,0.2,0.2,28.5,34.7,25.5,3.4,24.5
Pulau Ubin,2014,5,12,0,0,0,0,27.6,33.5,25.6,2.9,23.8
Pulau Ubin,2014,5,13,0,0,0,0,28.2,33.7,25.2,3.4,14.4
Pulau Ubin,2014,5,14,2,2,2,2,27.8,32.2,25.5,4.3,28.4
Pulau Ubin,2014,5,15,2,2,2,2,28.9,34.5,25.8,3,19.4
Pulau Ubin,2014,5,16,14,12,13.5,14,27.8,32.4,23.4,3.1,34.6
Pulau Ubin,2014,5,17,2,1.5,2,2,27.6,31.6,25.9,3,23.8
Pulau Ubin,2014,5,18,21.5,16.5,17.5,17.5,26.1,29.1,24.6,2.3,25.2
Pulau Ubin,2014,5,19,11,9,10,10.5,26.9,30.4,23.4,3,35.3
Pulau Ubin,2014,5,20,4.5,2,3,4.5,27.1,33.8,23.4,3.1,20.5
Pulau Ubin,2014,5,21,2.5,1.5,2,2.5,27.1,33.3,24.8,2.9,19.8
Pulau Ubin,2014,5,22,0.5,0.5,0.5,0.5,28.5,33.9,25.5,3.4,22
Pulau Ubin,2014,5,23,2,1.5,1.5,1.5,26.2,30.6,24.6,2.5,27.4
Pulau Ubin,2014,5,24,0,0,0,0,28,33.4,24.7,3.6,24.1
Pulau Ubin,2014,5,25,0,0,0,0,28.9,33.9,25.7,3,22
Pulau Ubin,2014,5,26,0.2,0.2,0.2,0.2,27.6,33.1,25.6,3,27
Pulau Ubin,2014,5,27,0,0,0,0,27.6,31.5,25.2,3.8,22.7
Pulau Ubin,2014,5,28,14.5,13,14,14.5,28.4,33.4,23.7,3.1,19.4
Pulau Ubin,2014,5,29,12.5,9.5,12,12.5,28.1,33.6,24.2,3.3,18
Pulau Ubin,2014,5,30,50.5,20.5,21,22.5,26.9,31.9,24.5,2.9,22.7
Pulau Ubin,2014,5,31,0.5,0.5,0.5,0.5,28.3,32.3,25.6,3.2,23
