Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tengah,2012,9,1,0,—,—,—,—,32.7,23.4,11.8,37.1
Tengah,2012,9,2,0,—,—,—,28.5,33.1,23.5,10.5,27.7
Tengah,2012,9,3,0,—,—,—,28.7,33.3,24.2,11.5,27.7
Tengah,2012,9,4,0.3,—,—,—,28.7,32.8,23.8,12.7,35.3
Tengah,2012,9,5,0,—,—,—,26,29.4,22.5,12.2,37.1
Tengah,2012,9,6,0,—,—,—,26.6,31.7,23.3,9.4,33.5
Tengah,2012,9,7,10.7,—,—,—,26.9,32.8,23,9.3,46.4
Tengah,2012,9,8,7,—,—,—,27.5,31.9,23.5,7.2,22.3
Tengah,2012,9,9,20.6,—,—,—,26.2,31.4,23,5.7,29.5
Tengah,2012,9,10,0,—,—,—,26.4,30.5,23.7,9.1,33.5
Tengah,2012,9,11,0.4,—,—,—,27.4,31.3,23.8,10.4,48.2
Tengah,2012,9,12,0,—,—,—,27.8,31.8,23.6,9.9,29.5
Tengah,2012,9,13,0,—,—,—,27.5,32,24,11.3,35.3
Tengah,2012,9,14,0,—,—,—,28.1,31.3,23.6,6.5,22.3
Tengah,2012,9,15,0,—,—,—,28.3,32.6,24.4,8.3,25.9
Tengah,2012,9,16,0,—,—,—,28.6,32.3,24.8,8.4,24.1
Tengah,2012,9,17,0,—,—,—,28.2,33.8,23.7,7.6,29.5
Tengah,2012,9,18,0,—,—,—,29,34.4,24.1,7.5,29.5
Tengah,2012,9,19,0,—,—,—,28.7,33.8,24.3,5.5,24.1
Tengah,2012,9,20,3.8,—,—,—,28.4,33.8,23.1,6.6,25.9
Tengah,2012,9,21,51.2,—,—,—,26.4,31.6,23,7.6,38.9
Tengah,2012,9,22,0.6,—,—,—,27.2,32.8,23.6,7.4,24.1
Tengah,2012,9,23,0,—,—,—,28.2,33.3,23.9,8.2,31.3
Tengah,2012,9,24,0,—,—,—,27.8,32.5,24.1,11.4,33.5
Tengah,2012,9,25,16.2,—,—,—,—,31.1,22.4,6.9,22.3
Tengah,2012,9,26,0.2,—,—,—,26.6,29.6,22.7,8.1,37.1
Tengah,2012,9,27,10.3,—,—,—,28,33.2,22.8,11.6,68.4
Tengah,2012,9,28,0,—,—,—,28.1,33.6,24.3,8.4,27.7
Tengah,2012,9,29,0,—,—,—,27.5,30.5,24.2,6.1,25.9
Tengah,2012,9,30,0,—,—,—,27.4,33.8,23.2,6.7,25.9
