Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (East),2013,4,1,16.6,—,—,—,29.1,36,26.1,5.7,27.4
Boon Lay (East),2013,4,2,25.8,—,—,—,28.8,34.6,25.1,4.7,34.2
Boon Lay (East),2013,4,3,3,—,—,—,28.9,34.7,26.2,5.5,28.1
Boon Lay (East),2013,4,4,2,—,—,—,28.8,33.2,25.9,6.9,30.2
Boon Lay (East),2013,4,5,1.2,—,—,—,29.4,33.9,25.8,8.7,32
Boon Lay (East),2013,4,6,15.8,—,—,—,27.7,29.8,25.1,10.5,56.9
Boon Lay (East),2013,4,7,0,—,—,—,28.2,30.5,25.9,11,50.8
Boon Lay (East),2013,4,8,6.2,—,—,—,28.7,33,24.4,6.1,36
Boon Lay (East),2013,4,9,0.4,—,—,—,28.4,32.1,26,4.2,20.5
Boon Lay (East),2013,4,10,0,—,—,—,29.3,33.3,27,6.3,28.8
Boon Lay (East),2013,4,11,0.2,—,—,—,28.1,31.6,25.7,6.6,23.4
Boon Lay (East),2013,4,12,0,—,—,—,29.6,34.6,26,6.8,24.8
Boon Lay (East),2013,4,13,0,—,—,—,30.1,34.5,27.7,6.7,42.5
Boon Lay (East),2013,4,14,4.6,—,—,—,27.3,29.6,22.6,5.5,54.4
Boon Lay (East),2013,4,15,0,—,—,—,30.1,35.1,26.1,6.4,24.5
Boon Lay (East),2013,4,16,0,—,—,—,31,35.5,27.8,6.4,25.9
Boon Lay (East),2013,4,17,11.6,—,—,—,29,32.5,24.3,10.3,49.3
Boon Lay (East),2013,4,18,0,—,—,—,30.6,34.8,27.6,8.3,38.9
Boon Lay (East),2013,4,19,13.6,—,—,—,27.9,30.1,24.4,4.9,27
Boon Lay (East),2013,4,20,0,—,—,—,29.9,33.2,26.8,6.7,26.3
Boon Lay (East),2013,4,21,19.4,—,—,—,27.2,32.2,23.4,5.5,57.6
Boon Lay (East),2013,4,22,0,—,—,—,28.7,34.4,24.4,6.3,28.8
Boon Lay (East),2013,4,23,15,—,—,—,28.5,32.3,24.1,5.1,31
Boon Lay (East),2013,4,24,0,—,—,—,29.1,34,26.5,5.3,27.4
Boon Lay (East),2013,4,25,0,—,—,—,29.6,34.9,26.4,4.7,22
Boon Lay (East),2013,4,26,54.6,—,—,—,27.7,31.3,23.4,5.2,54
Boon Lay (East),2013,4,27,19.6,—,—,—,28.4,32.3,24.6,4.6,19.4
Boon Lay (East),2013,4,28,2.6,—,—,—,26.8,27.9,24.8,3.9,29.9
Boon Lay (East),2013,4,29,0,—,—,—,28.6,32.1,25.5,5.7,36
Boon Lay (East),2013,4,30,0,—,—,—,29.6,33.5,25.9,5.6,31.3
