Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2014,4,1,0,0,0,0,29.2,33.3,27,6.6,22
Tai Seng,2014,4,2,0,0,0,0,29.6,33.1,27.1,6.7,28.8
Tai Seng,2014,4,3,0,0,0,0,30.1,34.4,28.1,6.6,31.7
Tai Seng,2014,4,4,25,21,25,25,28.9,32.7,24.7,5.6,24.1
Tai Seng,2014,4,5,10.8,2.6,3,5,26.7,28.4,24.5,5.4,28.8
Tai Seng,2014,4,6,0.4,0.2,0.2,0.4,28.6,32.1,25.7,9.3,34.2
Tai Seng,2014,4,7,0,0,0,0,29.2,33.5,26.7,7.1,25.9
Tai Seng,2014,4,8,2.6,1.2,1.4,1.6,28.4,33.1,26.6,6.6,26.3
Tai Seng,2014,4,9,1,0.8,0.8,0.8,28.4,33.2,25.8,6.5,32.8
Tai Seng,2014,4,10,0,0,0,0,28.6,31.5,27.1,7.1,25.6
Tai Seng,2014,4,11,15.4,7.6,8.2,13.2,28,33,23.5,5.6,41.4
Tai Seng,2014,4,12,4.2,1.2,2.2,3.6,27.4,30.5,24.6,4.7,35.6
Tai Seng,2014,4,13,1,1,1,1,28.7,32.8,26.1,5.2,23
Tai Seng,2014,4,14,30.8,14.6,29,30.6,28.5,33.3,23.2,6,24.1
Tai Seng,2014,4,15,0,0,0,0,28.8,32.8,26.2,6.3,23.8
Tai Seng,2014,4,16,18,17.2,18,18,28.8,32.3,25.1,4.9,30.6
Tai Seng,2014,4,17,36.4,25.8,35.4,36.4,28.4,32,24.5,4.6,32
Tai Seng,2014,4,18,26.2,21,25.4,26.2,28.2,31.2,25.2,4.9,28.8
Tai Seng,2014,4,19,0,0,0,0,29.4,33.2,26.4,4.9,27.7
Tai Seng,2014,4,20,0,0,0,0,28.7,31.1,27.3,5,32
Tai Seng,2014,4,21,6,3.8,5.2,5.8,27.6,30,25.5,5.1,118.8
Tai Seng,2014,4,22,4,3.4,4,4,28.4,34.4,26.1,4.6,26.3
Tai Seng,2014,4,23,14.4,13,14.2,14.4,28.7,33.5,26.3,4.4,25.2
Tai Seng,2014,4,24,18,10.4,13,13.2,28.7,33.8,24.8,5.8,34.6
Tai Seng,2014,4,25,4.2,4.2,4.2,4.2,28.9,33.8,26.2,4.5,28.1
Tai Seng,2014,4,26,0.4,0.2,0.2,0.2,29.3,33.2,27.6,5.1,23.4
Tai Seng,2014,4,27,0.4,0.4,0.4,0.4,29.3,33.1,25.5,5.6,33.5
Tai Seng,2014,4,28,1.4,1.2,1.2,1.4,29.3,33.2,25.6,6,24.8
Tai Seng,2014,4,29,8.4,6.4,6.6,7.8,29.1,32.3,25,5.4,27
Tai Seng,2014,4,30,13,11.4,12.8,13,28.9,32.4,26.5,4.5,21.6
