Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2017,2,1,0,0,0,0,27.6,30.4,25.6,10.1,36
East Coast Parkway,2017,2,2,0,0,0,0,27.7,30.3,26.3,6.5,23.8
East Coast Parkway,2017,2,3,31,21.6,29.4,30.6,27.7,32.4,24.4,7.9,35.3
East Coast Parkway,2017,2,4,33.4,16.4,27.6,32.8,27.3,31.7,25.5,7.9,38.5
East Coast Parkway,2017,2,5,3.8,3.8,3.8,3.8,27.4,31.8,24.7,9,29.5
East Coast Parkway,2017,2,6,2.8,2.8,2.8,2.8,27.7,32.7,26,9,38.9
East Coast Parkway,2017,2,7,34.6,18.6,19.4,22,26.5,29.7,24.1,7.9,34.9
East Coast Parkway,2017,2,8,24,18.2,20.2,23.4,26.8,30.6,24.1,7.2,23.8
East Coast Parkway,2017,2,9,0,0,0,0,28,30.8,26.1,9,43.2
East Coast Parkway,2017,2,10,0,0,0,0,27.8,30.6,25.8,14,51.1
East Coast Parkway,2017,2,11,0,0,0,0,27.7,29.9,26.3,17.3,58.3
East Coast Parkway,2017,2,12,2.4,1.8,2,2,26.7,29.1,25.3,14.8,51.1
East Coast Parkway,2017,2,13,1.6,0.6,0.8,0.8,27.2,29.3,25.2,14.4,47.9
East Coast Parkway,2017,2,14,0,0,0,0,27.1,29.1,25.3,16.9,49.7
East Coast Parkway,2017,2,15,13,3,4,5.2,26.2,29.7,23.3,13,48.2
East Coast Parkway,2017,2,16,0.2,0.2,0.2,0.2,27.1,29.5,25.6,13.3,43.2
East Coast Parkway,2017,2,17,0,0,0,0,27.4,30.1,25.7,13.7,50
East Coast Parkway,2017,2,18,0,0,0,0,27.5,29.8,26.1,13.7,39.2
East Coast Parkway,2017,2,19,0,0,0,0,27.9,30.5,26.4,15.1,42.8
East Coast Parkway,2017,2,20,0,0,0,0,28.1,30.9,26.1,13,41.4
East Coast Parkway,2017,2,21,0.2,0.2,0.2,0.2,28.1,31,26.1,10.4,42.5
East Coast Parkway,2017,2,22,0,0,0,0,27.9,30.4,26.3,7.2,31.3
East Coast Parkway,2017,2,23,4,3.2,3.8,3.8,27.3,29.2,24.9,9,37.1
East Coast Parkway,2017,2,24,53.4,25.4,33.8,42.4,25.6,28.2,24.2,9,37.8
East Coast Parkway,2017,2,25,0.2,0.2,0.2,0.2,27.4,30.7,24.6,7.9,34.2
East Coast Parkway,2017,2,26,0,0,0,0,27.9,30.8,26.3,10.1,45
East Coast Parkway,2017,2,27,0,0,0,0,27.7,30.2,25.7,10.4,37.1
East Coast Parkway,2017,2,28,15.2,13.2,14.2,14.6,27.6,29.8,25.5,11.9,45.7
