Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2012,4,1,25,—,—,—,28.2,32.3,24.4,7.1,34.9
Changi,2012,4,2,2.2,—,—,—,26.6,30.6,21.9,6,50
Changi,2012,4,3,24.2,—,—,—,27.4,30.3,25.4,7,32
Changi,2012,4,4,1.6,—,—,—,27.2,31.7,22.6,6.5,32.4
Changi,2012,4,5,2,—,—,—,27.5,31.4,25.1,6,22.7
Changi,2012,4,6,0.8,—,—,—,27.2,29.7,24.5,5.7,31
Changi,2012,4,7,0,—,—,—,27.3,31.4,24.5,7.8,37.8
Changi,2012,4,8,0,—,—,—,27.4,30.8,25,7,39.2
Changi,2012,4,9,27.2,—,—,—,26.9,30.8,23.9,5.9,33.5
Changi,2012,4,10,33.2,—,—,—,26.3,31.7,23.3,6.1,32.4
Changi,2012,4,11,26.4,—,—,—,26.3,29.6,23.7,5.5,32
Changi,2012,4,12,0,—,—,—,27.9,31.6,25.7,7.1,25.9
Changi,2012,4,13,0,—,—,—,28.8,31.9,25.4,7.7,26.6
Changi,2012,4,14,19.2,—,—,—,27.4,31.9,24.2,7.4,39.2
Changi,2012,4,15,48.4,—,—,—,26.8,30.4,23.7,5.8,22.7
Changi,2012,4,16,0.4,—,—,—,28.1,32.7,25.8,5.7,27
Changi,2012,4,17,0,—,—,—,27.1,30.8,25.3,6.1,25.6
Changi,2012,4,18,0,—,—,—,28.4,32.2,26.4,6.8,39.2
Changi,2012,4,19,3,—,—,—,26.6,30.4,24,4.6,26.3
Changi,2012,4,20,0,—,—,—,28.3,31.8,25.1,7,27.7
Changi,2012,4,21,35.6,—,—,—,26.8,28.9,24.1,5.8,28.8
Changi,2012,4,22,6.4,—,—,—,27.5,31.2,23.9,6.5,34.9
Changi,2012,4,23,0.4,—,—,—,27.8,32.6,24,7.3,38.2
Changi,2012,4,24,1.4,—,—,—,26.8,31.3,25.4,5.7,28.1
Changi,2012,4,25,0,—,—,—,28,31.8,26.2,6,26.3
Changi,2012,4,26,0.2,—,—,—,28.5,31.8,25.9,6,33.1
Changi,2012,4,27,0,—,—,—,29.1,32.9,25,6.7,37.1
Changi,2012,4,28,0.6,—,—,—,29.4,32.6,25.8,6.9,25.9
Changi,2012,4,29,0,—,—,—,29.1,32.4,27.1,6.3,31
Changi,2012,4,30,2.4,—,—,—,27.7,32.5,25.3,5.4,25.2
