Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2016,12,1,5.2,0.6,1,1.6,25.4,27.3,24.4,11.2,28.4
Clementi,2016,12,2,2.8,1.6,2,2.4,26.9,30.9,23.9,9.4,31.7
Clementi,2016,12,3,1.8,1.6,1.8,1.8,27.4,31.1,24.7,9,24.1
Clementi,2016,12,4,21.8,21.8,21.8,21.8,28.4,33.6,24.3,8.6,24.1
Clementi,2016,12,5,11.8,9.2,10,11.6,28.8,34.7,25.3,9,29.5
Clementi,2016,12,6,0.4,0.2,0.2,0.4,28.6,34.1,25.4,9,32.4
Clementi,2016,12,7,0,0,0,0,28.7,33.4,26.2,10.8,31
Clementi,2016,12,8,0,0,0,0,28.7,32.4,25.8,9.7,33.5
Clementi,2016,12,9,13.8,7.8,7.8,7.8,—,31.2,24.3,10.1,32.8
Clementi,2016,12,10,0.2,0.2,0.2,0.2,27.4,30.5,25.2,10.1,28.4
Clementi,2016,12,11,2.2,1.4,1.4,1.4,25.8,29.4,24,11.9,31.3
Clementi,2016,12,12,0,0,0,0,27.5,31,24.9,11.5,30.6
Clementi,2016,12,13,0.6,0.6,0.6,0.6,27.9,31.9,25.3,10.1,36.4
Clementi,2016,12,14,0,0,0,0,28.3,32.8,25.5,9.7,28.1
Clementi,2016,12,15,0,0,0,0,28.6,32.5,26.3,9.7,25.6
Clementi,2016,12,16,0,0,0,0,28.8,34,26.2,10.1,31.3
Clementi,2016,12,17,4.4,3.2,3.4,4.4,26.9,31.3,25.6,12.2,34.6
Clementi,2016,12,18,30.6,11.2,14.4,16.6,26.2,32.3,22.8,10.4,37.8
Clementi,2016,12,19,1.2,0.8,0.8,0.8,27.5,32.1,24.6,11.5,31.3
Clementi,2016,12,20,0,0,0,0,—,31.8,24.9,13,34.2
Clementi,2016,12,21,0,0,0,0,—,33.1,25.8,11.5,28.8
Clementi,2016,12,22,34.8,24,25.8,33,26.4,31.7,23.8,11.5,32
Clementi,2016,12,23,26.6,14.4,22.8,26,26.8,31.1,23.4,9.7,36.7
Clementi,2016,12,24,19.8,13.8,16.8,18.4,26.4,32.9,24,10.8,36.7
Clementi,2016,12,25,12.8,8.8,10,12,26.5,32.7,24.3,11.5,40.7
Clementi,2016,12,26,0,0,0,0,26.7,30.5,24,11.5,33.1
Clementi,2016,12,27,11.6,8.8,10.2,11.2,26,29.4,24.2,11.2,41.8
Clementi,2016,12,28,2.6,0.6,1,1.4,25.1,27.7,23.1,12.6,40
Clementi,2016,12,29,0,0,0,0,27.3,31.5,24.5,10.1,31.7
Clementi,2016,12,30,0,0,0,0,—,—,—,11.5,37.8
Clementi,2016,12,31,0,0,0,0,—,—,—,11.2,29.9
