Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong (West),2016,3,1,0,0,0,0,27.9,32.2,24.9,9.7,38.2
Jurong (West),2016,3,2,0,0,0,0,28,32.3,25.1,11.9,41.8
Jurong (West),2016,3,3,0,0,0,0,28,32.3,25.5,10.8,44.6
Jurong (West),2016,3,4,3.6,3,3,3.4,27.5,31.4,25.6,7.9,30.6
Jurong (West),2016,3,5,7.4,3.6,5.8,7.4,27.1,32.4,24.7,7.6,40.3
Jurong (West),2016,3,6,0.2,0.2,0.2,0.2,28,32.7,26.1,6.8,24.5
Jurong (West),2016,3,7,0,0,0,0,28,31.9,25.9,7.9,32
Jurong (West),2016,3,8,30.2,23.8,28.4,28.6,26.8,31.5,23.7,6.1,33.8
Jurong (West),2016,3,9,0,0,0,0,28.5,33.8,25.7,6.8,25.6
Jurong (West),2016,3,10,30.6,14.6,15.8,16,27.6,33.7,24.9,6.1,90.7
Jurong (West),2016,3,11,0,0,0,0,28.6,34.5,25.7,7.2,29.9
Jurong (West),2016,3,12,0,0,0,0,28.3,32.5,24.9,6.8,24.1
Jurong (West),2016,3,13,4.8,3.2,3.6,4.8,27.5,34.2,25,6.5,29.5
Jurong (West),2016,3,14,21.2,11.8,12.2,19.4,27.8,34.5,25.5,5.4,24.5
Jurong (West),2016,3,15,0,0,0,0,28.8,34.4,26,6.5,26.3
Jurong (West),2016,3,16,0,0,0,0,28.2,33.5,24.7,6.5,21.6
Jurong (West),2016,3,17,0.2,0.2,0.2,0.2,28.5,34.5,25.3,7.2,31.3
Jurong (West),2016,3,18,0,0,0,0,28.4,34.4,25.7,7.2,27
Jurong (West),2016,3,19,0,0,0,0,28.5,33.2,25.6,7.6,27.7
Jurong (West),2016,3,20,0,0,0,0,28.4,32.9,26.1,5.8,21.6
Jurong (West),2016,3,21,0.8,0.8,0.8,0.8,28.4,34.6,26.1,5.8,31
Jurong (West),2016,3,22,0.2,0.2,0.2,0.2,28.1,30.8,26.7,8.6,36.4
Jurong (West),2016,3,23,0,0,0,0,28.6,32.8,26.1,7.2,26.3
Jurong (West),2016,3,24,10,7.2,9.4,10,28.3,33.9,24.7,6.8,40.3
Jurong (West),2016,3,25,0,0,0,0,28.4,33.5,25.7,6.1,29.5
Jurong (West),2016,3,26,0,0,0,0,28.5,31.9,25.6,8.3,34.2
Jurong (West),2016,3,27,0,0,0,0,28.8,32.8,26.3,10.1,38.5
Jurong (West),2016,3,28,0,0,0,0,29,33.2,26.4,9.7,38.5
Jurong (West),2016,3,29,0,0,0,0,28.7,32.7,26.1,8.6,31
Jurong (West),2016,3,30,0,0,0,0,28.9,34,25.5,9,29.9
Jurong (West),2016,3,31,0,0,0,0,28.7,33,26,7.9,27.7
