Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2017,8,1,—,—,—,—,29.5,33,25.2,7.2,56.9
Admiralty,2017,8,2,—,—,—,—,29.5,32.4,28,9,33.8
Admiralty,2017,8,3,—,—,—,—,29.2,32.3,27,8.3,37.8
Admiralty,2017,8,4,—,—,—,—,29.4,33.1,27.1,7.9,29.2
Admiralty,2017,8,5,—,—,—,—,29.5,33,27.4,8.6,31.3
Admiralty,2017,8,6,—,—,—,—,28.8,33.7,25.7,7.6,33.5
Admiralty,2017,8,7,—,—,—,—,28.4,31.1,25.7,6.8,29.9
Admiralty,2017,8,8,—,—,—,—,27.2,29.8,24.1,7.2,34.9
Admiralty,2017,8,9,—,—,—,—,27.2,30.9,24.7,6.8,28.4
Admiralty,2017,8,10,—,—,—,—,28.7,32.2,25.5,6.1,33.1
Admiralty,2017,8,11,30.8,17,23,25.4,26.6,29.3,23.3,5,33.5
Admiralty,2017,8,12,5,3.4,3.6,4.6,26.3,28.9,24.3,6.5,29.5
Admiralty,2017,8,13,0,0,0,0,26.9,28.7,25,7.2,23.8
Admiralty,2017,8,14,0,0,0,0,28.2,32,25.5,6.1,27.4
Admiralty,2017,8,15,11.2,6.4,10.2,11.2,26.2,27.5,23,6.5,33.5
Admiralty,2017,8,16,0,0,0,0,28.2,32.6,25.5,5.4,24.1
Admiralty,2017,8,17,66.2,45.4,57.4,61.6,26.9,31.4,23,8.3,38.2
Admiralty,2017,8,18,3.8,3.6,3.6,3.6,27.2,31.2,24.4,7.2,35.6
Admiralty,2017,8,19,0,0,0,0,28.3,32.8,26.3,8.3,42.8
Admiralty,2017,8,20,0,0,0,0,29.2,32.6,26.9,7.6,29.5
Admiralty,2017,8,21,14.6,11.8,14.4,14.6,28.1,32.8,25.2,6.8,32.4
Admiralty,2017,8,22,0,0,0,0,27.3,29.4,25,6.8,29.9
Admiralty,2017,8,23,0,0,0,0,29,32.5,26,6.5,29.5
Admiralty,2017,8,24,0,0,0,0,28.6,32,26,6.5,36.4
Admiralty,2017,8,25,0,0,0,0,28.1,31.5,25.5,6.8,29.5
Admiralty,2017,8,26,0,0,0,0,28.6,32,26.2,6.1,27.4
Admiralty,2017,8,27,0,0,0,0,27.5,31.5,25,6.8,32.8
Admiralty,2017,8,28,0,0,0,0,28,31.8,26.1,5.8,24.8
Admiralty,2017,8,29,0.2,0.2,0.2,0.2,26.7,29.4,25,5.8,22.3
Admiralty,2017,8,30,0.4,0.2,0.2,0.2,27.3,32.5,25.3,6.5,34.9
Admiralty,2017,8,31,0.4,0.4,0.4,0.4,28.6,32.8,25.2,7.9,29.5
