Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2015,4,1,6.2,3.4,4.2,5.8,26.4,32.8,24.3,7.6,29.2
Pulau Ubin,2015,4,2,25,20.6,20.6,25,26.2,31.9,24.1,7.5,23.8
Pulau Ubin,2015,4,3,0,0,0,0,27.2,31.6,24.9,5.4,27
Pulau Ubin,2015,4,4,0,0,0,0,28.3,34.5,24.9,6.1,24.1
Pulau Ubin,2015,4,5,4.2,2,2.2,2.2,26.8,30.1,25.2,5.6,72.7
Pulau Ubin,2015,4,6,0,0,0,0,27.8,33.3,25.5,6.2,19.8
Pulau Ubin,2015,4,7,0,0,0,0,28.2,33,25.5,7,25.2
Pulau Ubin,2015,4,8,0,0,0,0,28.6,33.4,25.2,7.3,27.7
Pulau Ubin,2015,4,9,0,0,0,0,28.2,32.1,25.2,7.5,25.9
Pulau Ubin,2015,4,10,0,0,0,0,28.6,33.1,25.8,6.2,22.7
Pulau Ubin,2015,4,11,0,0,0,0,27,32,25.2,6.9,25.6
Pulau Ubin,2015,4,12,0,0,0,0,27.9,33.6,24.8,7.1,29.2
Pulau Ubin,2015,4,13,0,0,0,0,28.5,33.6,25.1,6.9,25.2
Pulau Ubin,2015,4,14,0,0,0,0,28.4,33.5,24.9,7.1,27
Pulau Ubin,2015,4,15,0,0,0,0,28.3,33.2,24.7,6.9,21.6
Pulau Ubin,2015,4,16,0,0,0,0,28.6,32.9,25.2,7.1,23
Pulau Ubin,2015,4,17,0,0,0,0,28.8,33.7,25.4,7,28.1
Pulau Ubin,2015,4,18,0,0,0,0,28.7,33.8,25.1,5.4,21.6
Pulau Ubin,2015,4,19,9.2,7,8.2,9.2,27.4,33.9,24.1,6.4,25.2
Pulau Ubin,2015,4,20,0,0,0,0,27.8,35.1,24.8,7.4,36
Pulau Ubin,2015,4,21,24,20.4,23.2,23.8,26.8,34.2,23,9.4,30.6
Pulau Ubin,2015,4,22,0,0,0,0,27.9,33.3,24.4,7.9,24.5
Pulau Ubin,2015,4,23,0,0,0,0,28.3,32.8,25.4,7,19.8
Pulau Ubin,2015,4,24,1,0.8,0.8,0.8,27.5,33.1,25,8.2,26.6
Pulau Ubin,2015,4,25,0,0,0,0,27.7,32.5,24.5,8.2,24.8
Pulau Ubin,2015,4,26,19.6,11.2,12.2,12.2,26.9,31.4,24.7,6.9,24.8
Pulau Ubin,2015,4,27,0.4,0.4,0.4,0.4,27.1,33.3,25.4,6.8,23
Pulau Ubin,2015,4,28,0.2,0.2,0.2,0.2,27.6,32.5,24.7,7.8,40.3
Pulau Ubin,2015,4,29,0,0,0,0,27.9,33.8,25.2,6.9,24.1
Pulau Ubin,2015,4,30,11.8,9.4,10.8,11.2,26.7,32.1,24.4,8.3,24.8
