Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2017,12,1,0,0,0,0,28.5,32.2,26.6,12.2,39.2
East Coast Parkway,2017,12,2,0,0,0,0,28.8,32.2,26.4,10.8,35.6
East Coast Parkway,2017,12,3,0.4,0.4,0.4,0.4,28.8,30.4,27.2,10.4,36.4
East Coast Parkway,2017,12,4,0.6,0.4,0.6,0.6,28.1,30.8,26.7,8.3,29.5
East Coast Parkway,2017,12,5,0.2,0.2,0.2,0.2,28.5,31.2,26.9,9.7,42.1
East Coast Parkway,2017,12,6,0,0,0,0,28.4,30.1,26.5,9.7,41.4
East Coast Parkway,2017,12,7,8.4,6.8,7.4,8,27.7,31.1,25.2,8.3,35.6
East Coast Parkway,2017,12,8,0,0,0,0,27.9,30,26.5,10.8,33.5
East Coast Parkway,2017,12,9,0.2,0.2,0.2,0.2,26.9,28.1,25.4,11.2,33.8
East Coast Parkway,2017,12,10,31.8,17.8,27.4,31.8,28,31.8,25.8,11.2,45
East Coast Parkway,2017,12,11,7.2,4.4,5,5.2,27.7,30.9,26.3,9.7,40
East Coast Parkway,2017,12,12,32,12.6,16.4,17.6,26.7,30.7,24.6,8.3,50
East Coast Parkway,2017,12,13,64.4,42.4,57.4,62.4,26.9,31.4,24.1,8.6,42.5
East Coast Parkway,2017,12,14,2.4,2,2.2,2.2,27.6,31.8,25.4,9,36.4
East Coast Parkway,2017,12,15,37.2,29.6,36.8,37.2,27.5,31.2,23.6,9.4,35.6
East Coast Parkway,2017,12,16,0,0,0,0,28.1,31,26,11.2,40.7
East Coast Parkway,2017,12,17,0,0,0,0,28.2,31.7,26.2,13.7,52.2
East Coast Parkway,2017,12,18,0.4,0.4,0.4,0.4,28,30.2,26.2,16.2,52.2
East Coast Parkway,2017,12,19,1.4,1.4,1.4,1.4,27,30.2,25.3,15.1,51.1
East Coast Parkway,2017,12,20,0.2,0.2,0.2,0.2,27.5,30.2,25.8,14,46.1
East Coast Parkway,2017,12,21,0,0,0,0,28.1,30.9,26.2,12.2,39.2
East Coast Parkway,2017,12,22,49.8,37.2,48,49.6,27.8,31.9,24.3,11.2,32.8
East Coast Parkway,2017,12,23,3.4,2,2.6,2.8,27.9,31.1,24.9,13,34.9
East Coast Parkway,2017,12,24,0,0,0,0,27.2,28.6,26.5,11.9,36
East Coast Parkway,2017,12,25,26.8,19.2,20.2,20.2,27.2,30.5,24.3,9.7,35.6
East Coast Parkway,2017,12,26,4.6,3.2,4.4,4.4,27.1,30.5,24.5,9.4,30.2
East Coast Parkway,2017,12,27,21.2,7,11,11.4,26.7,30.6,24.6,9,37.1
East Coast Parkway,2017,12,28,9.2,9.2,9.2,9.2,27.6,31.1,25.3,11.2,45
East Coast Parkway,2017,12,29,0,0,0,0,28.2,30.5,26.4,13.3,48.6
East Coast Parkway,2017,12,30,8.4,3.2,3.2,4,27.4,29.5,25.9,13.3,53.3
East Coast Parkway,2017,12,31,42,10.6,11.6,14,25.8,26.8,24.2,9.7,41
