Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2017,1,1,8.2,6,7,7.6,26.9,31.7,25.3,6.1,24.8
Tuas South,2017,1,2,22.4,11,13.2,15.2,26.3,28.7,24.9,4.7,16.6
Tuas South,2017,1,3,0.6,0.4,0.4,0.4,27.2,30.3,25.5,5.4,22.7
Tuas South,2017,1,4,11.6,10.8,11.2,11.6,27.4,30.9,24.3,7.2,40.3
Tuas South,2017,1,5,8,7.6,8,8,27.9,31.2,24.1,5,32
Tuas South,2017,1,6,0,0,0,0,28.8,32,26.6,5,14.8
Tuas South,2017,1,7,0,0,0,0,29.6,32.3,27.1,3.6,11.9
Tuas South,2017,1,8,0,0,0,0,29.8,32.5,27.3,5,18
Tuas South,2017,1,9,0,0,0,0,29.3,31.8,27.6,7.2,24.1
Tuas South,2017,1,10,0,0,0,0,29.1,32.9,27,7.2,22.3
Tuas South,2017,1,11,0,0,0,0,28.6,31.9,26.9,7.9,22
Tuas South,2017,1,12,0,0,0,0,28.4,30.9,26.4,6.1,20.5
Tuas South,2017,1,13,0,0,0,0,28.9,32.3,27.1,6.1,22
Tuas South,2017,1,14,0,0,0,0,28.2,30.3,26.3,6.5,20.9
Tuas South,2017,1,15,1,1,1,1,28.7,31.5,25.8,7.2,32.8
Tuas South,2017,1,16,0,0,0,0,28.3,31.1,26.2,9,29.9
Tuas South,2017,1,17,0,0,0,0,28.6,31.4,26.8,5.8,19.8
Tuas South,2017,1,18,0.4,0.4,0.4,0.4,27.4,31.7,25.9,6.1,22.3
Tuas South,2017,1,19,34.8,28.6,34.8,34.8,27,32.2,23,6.5,27
Tuas South,2017,1,20,3.2,2.4,2.8,3.2,26.8,28.9,24.1,9,41.4
Tuas South,2017,1,21,11.4,3.6,4.6,7.2,26.9,30.6,24.8,5,23
Tuas South,2017,1,22,7.2,3.6,3.8,4,26.8,31.1,25,6.8,25.9
Tuas South,2017,1,23,61.6,13.6,18.6,32.6,25.3,27.1,23.8,4,32
Tuas South,2017,1,24,6.4,1,1.8,2.6,24.6,25.3,24,7.6,21.6
Tuas South,2017,1,25,8.6,4.8,6.2,8.2,26.1,29.9,23.5,6.5,24.8
Tuas South,2017,1,26,0.8,0.6,0.8,0.8,27.6,31.9,24.7,5.4,22.3
Tuas South,2017,1,27,0.6,0.6,0.6,0.6,27.4,31.7,25.5,7.6,29.2
Tuas South,2017,1,28,0,0,0,0,26.8,29.6,24.9,7.6,24.8
Tuas South,2017,1,29,0,0,0,0,26.9,28.8,25.1,5.8,19.8
Tuas South,2017,1,30,1.4,1.4,1.4,1.4,27,30.2,25.4,6.5,21.6
Tuas South,2017,1,31,0,0,0,0,27.7,30.7,25.8,5.8,18.7
