Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2015,10,1,0,0,0,0,28.9,32.3,26.6,4.3,19.4
Tuas South,2015,10,2,84.2,55.8,78.8,83,27.5,29.7,23.5,6,19.4
Tuas South,2015,10,3,0,0,0,0,28.5,30.8,26.5,5.9,19.4
Tuas South,2015,10,4,0,0,0,0,29.1,31.7,27.3,5.1,22.7
Tuas South,2015,10,5,1.2,1,1.2,1.2,28.4,30.1,27.3,3.4,14.8
Tuas South,2015,10,6,8,6.4,7.4,8,27.6,31.1,24.5,3.2,25.6
Tuas South,2015,10,7,30.2,13.6,23,24.4,27.7,32.1,24.6,3.8,31.3
Tuas South,2015,10,8,0.2,0.2,0.2,0.2,28.1,32.4,25.6,4.8,19.8
Tuas South,2015,10,9,0,0,0,0,29,32.4,25.8,5.4,21.2
Tuas South,2015,10,10,0,0,0,0,29.3,31.9,26.6,4.4,22.7
Tuas South,2015,10,11,0,0,0,0,29.6,32.5,27.4,5.4,23.8
Tuas South,2015,10,12,0,0,0,0,29.4,32.6,27.2,4.7,21.6
Tuas South,2015,10,13,0.6,0.6,0.6,0.6,29.3,32.9,27,4.3,22.7
Tuas South,2015,10,14,0.6,0.4,0.4,0.6,29.3,32.5,27.4,4.2,22.7
Tuas South,2015,10,15,0,0,0,0,29.6,32.8,27.3,5.1,19.4
Tuas South,2015,10,16,0,0,0,0,29.5,32.2,27.3,4.4,19.1
Tuas South,2015,10,17,0,0,0,0,29.5,31.8,27.8,4.2,18.4
Tuas South,2015,10,18,0,0,0,0,29.6,32.1,27.8,4,17.6
Tuas South,2015,10,19,0,0,0,0,29.8,32.4,28,5.3,25.9
Tuas South,2015,10,20,0,0,0,0,29.6,32.3,27.8,5.9,25.6
Tuas South,2015,10,21,0,0,0,0,29.7,32.7,27.6,4.6,22
Tuas South,2015,10,22,0,0,0,0,29.3,32,27.5,5.1,19.4
Tuas South,2015,10,23,0,0,0,0,30,32.7,28.1,4.6,25.6
Tuas South,2015,10,24,0,0,0,0,29.6,32.9,28.1,3.5,24.8
Tuas South,2015,10,25,8.6,3,5.6,5.8,28.2,31.5,26.6,3.7,18
Tuas South,2015,10,26,—,—,—,—,—,—,—,—,—
Tuas South,2015,10,27,18.8,14.8,15.8,16.2,28.2,31.4,25.4,4.8,19.8
Tuas South,2015,10,28,15.2,10.6,11.6,13.6,26.8,30,22.8,4.7,28.1
Tuas South,2015,10,29,0,0,0,0,28.3,31.8,25.5,6,20.2
Tuas South,2015,10,30,4,1.6,1.6,2.8,27,29.3,25.3,5.1,21.2
Tuas South,2015,10,31,5.2,4,4.4,5.2,27.2,30.9,25.2,5.1,22.3
