Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2013,10,1,16.8,—,—,—,28.8,32.3,26,11.7,38.5
Changi,2013,10,2,2.4,—,—,—,26.7,28.3,23.2,6.4,33.8
Changi,2013,10,3,0,—,—,—,27.6,31.3,25.3,6,30.6
Changi,2013,10,4,3,—,—,—,28.2,31.3,25.6,6.9,28.1
Changi,2013,10,5,4.2,—,—,—,27.9,31.7,22.7,6.9,31.3
Changi,2013,10,6,0,—,—,—,28.2,31.8,23.6,8.4,50
Changi,2013,10,7,0,—,—,—,28.5,33.1,23.9,7.1,37.4
Changi,2013,10,8,28.6,—,—,—,29.4,33.2,26.1,8.6,28.1
Changi,2013,10,9,0,—,—,—,28,32.2,23,8.2,50
Changi,2013,10,10,0.6,—,—,—,28,32,26,7.8,28.4
Changi,2013,10,11,0.6,—,—,—,27.2,29.4,25.5,6.1,24.8
Changi,2013,10,12,0.4,—,—,—,28.2,31.1,26.7,5.4,29.5
Changi,2013,10,13,17.8,—,—,—,28.1,31.8,25.9,5.9,32.4
Changi,2013,10,14,139.8,—,—,—,27.4,30.3,23.2,5.6,28.8
Changi,2013,10,15,13,—,—,—,26.7,30.2,20.9,6.1,52.2
Changi,2013,10,16,0.4,—,—,—,28.8,32.1,26,8.7,30.6
Changi,2013,10,17,0,—,—,—,28.9,32.7,26.2,10.4,32
Changi,2013,10,18,6.6,—,—,—,28.6,32.6,24.3,9.5,34.6
Changi,2013,10,19,0.8,—,—,—,27.6,32,24.8,4.9,27
Changi,2013,10,20,33.4,—,—,—,26.5,30.9,23.3,6.1,25.2
Changi,2013,10,21,4.4,—,—,—,27,30.4,24.6,5.6,27.7
Changi,2013,10,22,0,—,—,—,26.7,30.3,23.3,6.3,36
Changi,2013,10,23,0,—,—,—,27.6,32.6,25,6.3,28.4
Changi,2013,10,24,0,—,—,—,27.1,30.9,24.6,4.9,24.8
Changi,2013,10,25,0,—,—,—,28.1,31.9,25.3,8.3,28.1
Changi,2013,10,26,0,—,—,—,27.9,32.3,25.3,8.6,32
Changi,2013,10,27,0.8,—,—,—,26.7,31.7,24.7,6.5,32.8
Changi,2013,10,28,0,—,—,—,26.6,30.5,24.1,5.9,35.6
Changi,2013,10,29,2.4,—,—,—,27.6,31.1,24.9,7.2,32.4
Changi,2013,10,30,9.4,—,—,—,26.9,31.3,24.1,5.4,27.4
Changi,2013,10,31,0,—,—,—,27.6,31.5,24.7,6.3,31
