Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2013,5,1,10.6,—,—,—,28.2,30.7,26.4,4,25.9
Ang Mo Kio,2013,5,2,6.4,—,—,—,28,32.6,24.9,4.1,33.8
Ang Mo Kio,2013,5,3,0.8,—,—,—,27.9,30.7,26.1,4.2,29.2
Ang Mo Kio,2013,5,4,0,—,—,—,28.9,32.4,25.9,6.3,31
Ang Mo Kio,2013,5,5,62.4,—,—,—,27.1,29.8,23.9,3.7,28.8
Ang Mo Kio,2013,5,6,2,—,—,—,27.5,32.7,25.4,3.5,27.7
Ang Mo Kio,2013,5,7,80.8,—,—,—,26.9,32.6,23.3,3.8,33.1
Ang Mo Kio,2013,5,8,2,—,—,—,27.3,32.2,24.9,4.1,31.7
Ang Mo Kio,2013,5,9,13.2,—,—,—,27.7,33.6,24.4,4.7,45.7
Ang Mo Kio,2013,5,10,9.4,—,—,—,27.9,33.1,24.8,4.7,32.8
Ang Mo Kio,2013,5,11,0,—,—,—,28.1,31.8,26.3,5.1,24.8
Ang Mo Kio,2013,5,12,0,—,—,—,30.1,35.5,27.7,6.5,28.4
Ang Mo Kio,2013,5,13,0,—,—,—,30.5,34.5,28.4,7.2,25.9
Ang Mo Kio,2013,5,14,29.2,—,—,—,28.7,32.5,23.6,4.5,34.9
Ang Mo Kio,2013,5,15,21.8,—,—,—,29.1,33.7,26.3,4.8,24.8
Ang Mo Kio,2013,5,16,1.4,—,—,—,27.2,31.6,22.8,5.9,37.4
Ang Mo Kio,2013,5,17,0,—,—,—,29.9,34.8,26.4,3.9,20.5
Ang Mo Kio,2013,5,18,0.6,—,—,—,28.2,31,26.6,4.7,26.3
Ang Mo Kio,2013,5,19,0,—,—,—,29.6,33.8,25.6,4.4,22.7
Ang Mo Kio,2013,5,20,0,—,—,—,28.9,32.7,26.6,4.3,20.5
Ang Mo Kio,2013,5,21,20.6,—,—,—,27.8,33.7,24.6,3.9,38.9
Ang Mo Kio,2013,5,22,2.8,—,—,—,27.6,31.5,25.4,3.9,23
Ang Mo Kio,2013,5,23,0.2,—,—,—,28.6,32.5,25.9,3.9,19.4
Ang Mo Kio,2013,5,24,29.2,—,—,—,26.7,29.4,22.7,3.4,32
Ang Mo Kio,2013,5,25,0,—,—,—,28.9,34.9,25.9,4.9,24.5
Ang Mo Kio,2013,5,26,1.2,—,—,—,27.2,32.3,24.5,3.8,24.1
Ang Mo Kio,2013,5,27,0.2,—,—,—,28.6,33.8,24.9,4.7,19.1
Ang Mo Kio,2013,5,28,0,—,—,—,28.7,33.1,25.9,4.5,25.9
Ang Mo Kio,2013,5,29,0.8,—,—,—,27,28.5,26.2,4.2,16.9
Ang Mo Kio,2013,5,30,0.4,—,—,—,27.1,32.8,24.1,5.7,34.9
Ang Mo Kio,2013,5,31,52,—,—,—,27.4,33.2,24.5,4.1,64.8
