Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2017,1,1,4,2,2,2.2,26.9,30.7,25.2,5.8,37.4
Ang Mo Kio,2017,1,2,25,12.2,19,24.4,26.1,30.4,24,3.6,22.7
Ang Mo Kio,2017,1,3,0.2,0.2,0.2,0.2,26.2,30.1,24.6,5,23.4
Ang Mo Kio,2017,1,4,1.6,1.4,1.4,1.4,26.9,30.6,23.8,5,25.6
Ang Mo Kio,2017,1,5,0.8,0.6,0.8,0.8,27.9,31.8,24.2,5.8,26.6
Ang Mo Kio,2017,1,6,0,0,0,0,28.7,33.5,25.7,5.4,26.6
Ang Mo Kio,2017,1,7,0,0,0,0,29.7,34.5,26.4,5.4,23.8
Ang Mo Kio,2017,1,8,0,0,0,0,29.8,34.5,26.7,5.8,31
Ang Mo Kio,2017,1,9,0,0,0,0,28.7,34.3,26.5,6.8,25.6
Ang Mo Kio,2017,1,10,24.4,18.2,23.4,24.4,27.7,33.2,24.5,6.5,36.4
Ang Mo Kio,2017,1,11,20.8,17.6,20.8,20.8,26.8,32.8,22.4,5.4,38.2
Ang Mo Kio,2017,1,12,0,0,0,0,28.3,32.1,25,5,24.8
Ang Mo Kio,2017,1,13,0,0,0,0,27.8,32.6,25.7,5.4,22.3
Ang Mo Kio,2017,1,14,0,0,0,0,28.2,31.4,25.4,4.3,21.2
Ang Mo Kio,2017,1,15,0,0,0,0,28.2,32.9,25.7,5,36.4
Ang Mo Kio,2017,1,16,0,0,0,0,28.1,33,25.4,5,22
Ang Mo Kio,2017,1,17,0,0,0,0,28,33,25.5,4.7,24.1
Ang Mo Kio,2017,1,18,27.4,12.8,24,27.2,26.4,32.6,22.8,5,33.5
Ang Mo Kio,2017,1,19,30.4,13.8,15.6,29.6,26.4,33.2,24,4,29.5
Ang Mo Kio,2017,1,20,5.4,4.6,5,5,26.4,29.8,23.3,4.7,29.2
Ang Mo Kio,2017,1,21,51.8,22.2,24.2,27,26.3,30.8,23,5.8,56.9
Ang Mo Kio,2017,1,22,13.2,10.6,12.6,12.6,26.3,29.5,24,7.6,40
Ang Mo Kio,2017,1,23,60.6,22,23.8,28.6,24.8,27.8,23.2,5,47.2
Ang Mo Kio,2017,1,24,14,1.6,2.6,4.2,23.8,24.3,23.4,5.4,24.8
Ang Mo Kio,2017,1,25,0,0,0,0,25.6,29.2,22.8,5.8,28.1
Ang Mo Kio,2017,1,26,0.8,0.6,0.6,0.8,26.9,31.2,23.7,6.5,31
Ang Mo Kio,2017,1,27,0,0,0,0,27.2,30.6,25.4,9.4,39.6
Ang Mo Kio,2017,1,28,2.6,2,2.4,2.6,25.8,29.6,24.1,6.5,43.2
Ang Mo Kio,2017,1,29,0,0,0,0,26.2,28.4,24.5,5.8,24.1
Ang Mo Kio,2017,1,30,12.8,5.2,7.6,8.2,25.5,28.5,24,5.4,25.2
Ang Mo Kio,2017,1,31,0,0,0,0,26.7,29.9,24.7,7.2,27.4
