Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2017,1,1,6.4,4.2,5.8,5.8,27.8,31,26,9,34.9
Tai Seng,2017,1,2,4.2,2.8,3.4,3.6,26.9,30.5,25.2,5.4,21.2
Tai Seng,2017,1,3,0.8,0.8,0.8,0.8,27,30.2,25.7,6.5,30.6
Tai Seng,2017,1,4,2.8,2.8,2.8,2.8,27.3,30.7,24.2,6.8,24.8
Tai Seng,2017,1,5,1,0.8,1,1,28.5,32.1,25,6.1,22.3
Tai Seng,2017,1,6,0,0,0,0,29,33,26.2,6.1,29.5
Tai Seng,2017,1,7,0,0,0,0,29.9,34.5,26.7,5.4,24.5
Tai Seng,2017,1,8,0.6,0.6,0.6,0.6,29.9,34.2,27.1,6.1,27.7
Tai Seng,2017,1,9,0,0,0,0,28.9,32.8,27,8.3,28.4
Tai Seng,2017,1,10,25.4,22,25,25.4,28.2,32.2,25.4,8.6,39.6
Tai Seng,2017,1,11,26.8,24.4,26.4,26.6,27.4,32.5,21.7,7.6,49
Tai Seng,2017,1,12,0,0,0,0,28.6,32.7,26.1,5.8,23.8
Tai Seng,2017,1,13,1,1,1,1,27.8,31.3,26.3,6.5,23
Tai Seng,2017,1,14,4.8,4.8,4.8,4.8,28.4,31.1,26.1,4.7,20.9
Tai Seng,2017,1,15,0,0,0,0,28.5,32.8,26.2,5.8,27
Tai Seng,2017,1,16,0,0,0,0,28.6,32.2,26.4,6.1,22.3
Tai Seng,2017,1,17,0,0,0,0,28.3,32.6,26.2,5.8,23
Tai Seng,2017,1,18,55.0,36.0,48.8,54.8,26.9,32.2,22.1,6.5,40
Tai Seng,2017,1,19,67.2,26,46,65,27,33.3,23.4,5.4,31.7
Tai Seng,2017,1,20,15,13.8,14.2,15,26.8,29.7,23.8,5,25.9
Tai Seng,2017,1,21,44.8,17,22.4,37.6,26.9,30.9,23.3,7.9,39.6
Tai Seng,2017,1,22,10.6,7.4,9,9,26.9,29.5,24.9,10.4,41
Tai Seng,2017,1,23,70.6,14,16,27.6,25.4,28.1,23.9,6.1,36
Tai Seng,2017,1,24,14.8,1.6,2.4,4,24.4,24.9,24.1,5.4,25.2
Tai Seng,2017,1,25,3,2.8,2.8,2.8,26.1,29.3,23.4,7.2,28.4
Tai Seng,2017,1,26,3.4,3.2,3.2,3.2,27.5,31.1,24.6,9,33.1
Tai Seng,2017,1,27,0,0,0,0,27.8,30.4,26.3,13.7,43.2
Tai Seng,2017,1,28,11.6,5.6,6.4,7.6,26.4,29,24.5,9.4,35.6
Tai Seng,2017,1,29,0,0,0,0,26.8,28.8,25.3,7.6,27.4
Tai Seng,2017,1,30,3,1,1.6,1.6,26.2,28.8,25.4,7.6,33.1
Tai Seng,2017,1,31,0,0,0,0,27.3,30.1,25.7,11.2,32
