Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2014,6,1,15,14.6,14.6,14.6,27.8,30.7,24.3,4.6,32
Clementi,2014,6,2,0.2,0.2,0.2,0.2,28.2,31.4,26.3,4.8,40
Clementi,2014,6,3,0,0,0,0,28.7,31.5,27.1,6.1,32.8
Clementi,2014,6,4,1.8,1,1,1.2,27.7,29.3,26.6,4.6,26.6
Clementi,2014,6,5,16.2,6.2,6.2,6.2,26.6,28.8,24.4,5.2,33.5
Clementi,2014,6,6,17,8.6,9,16,27,30.2,24.1,5.6,30.2
Clementi,2014,6,7,2.4,2.2,2.2,2.2,28.1,31.3,25.7,6.7,34.9
Clementi,2014,6,8,0,0,0,0,29.3,32.3,27.2,7.4,31
Clementi,2014,6,9,0,0,0,0,29.2,33.2,27.6,5.1,29.5
Clementi,2014,6,10,0.8,0.4,0.6,0.8,29.4,33.3,27,5,36
Clementi,2014,6,11,0,0,0,0,29.5,33.1,27.3,7,27.7
Clementi,2014,6,12,17.2,11.2,13.4,17,28.7,32.6,22.7,6.7,40
Clementi,2014,6,13,0,0,0,0,29.4,32.1,27.6,6.6,24.5
Clementi,2014,6,14,15.2,12.8,14,14.6,27,29.6,22.5,4.6,38.9
Clementi,2014,6,15,0.6,0.4,0.4,0.4,28.9,31.2,26.9,5.4,23.4
Clementi,2014,6,16,0,0,0,0,29.7,32.5,27.9,7.7,24.8
Clementi,2014,6,17,0,0,0,0,29.6,32.1,27.9,8.3,28.1
Clementi,2014,6,18,13.8,8.2,12,13.2,28.3,31.4,23,6.3,36.4
Clementi,2014,6,19,20,18.6,19.8,19.8,28.7,32.8,23.4,6.1,37.1
Clementi,2014,6,20,0,0,0,0,29.6,32.6,27.9,8.6,25.2
Clementi,2014,6,21,0,0,0,0,30.2,33.4,28,6.4,31.3
Clementi,2014,6,22,5.4,5.2,5.2,5.2,29.5,32.8,26.3,6.1,24.1
Clementi,2014,6,23,0,0,0,0,29.5,32.6,27.4,5.5,24.1
Clementi,2014,6,24,9.4,8.2,8.6,9.4,28.9,32.2,24.1,4.5,23.8
Clementi,2014,6,25,12.2,10.8,11.2,12.2,27.7,30.2,22.9,7,33.1
Clementi,2014,6,26,0,0,0,0,28.9,31.5,27.1,7.1,26.3
Clementi,2014,6,27,0,0,0,0,27.2,28.9,24.8,5.7,32.8
Clementi,2014,6,28,0,0,0,0,28.3,30.8,26.1,4.5,17.3
Clementi,2014,6,29,7.8,7.2,7.8,7.8,28.4,31.2,24.4,3.9,27.7
Clementi,2014,6,30,22,6.4,11.6,18.4,26.6,29,22.9,5.3,29.5
