Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pulau Ubin,2016,2,1,0,0,0,0,28.3,32.6,25,11.9,37.4
Pulau Ubin,2016,2,2,6.4,3.6,4.6,5.4,27.1,31.4,24.6,10.8,32.8
Pulau Ubin,2016,2,3,0,0,0,0,27.6,32.1,24,9.7,29.5
Pulau Ubin,2016,2,4,0,0,0,0,27.8,32.1,25.7,10.4,27
Pulau Ubin,2016,2,5,1.2,0.8,0.8,1,27.9,31.8,25,9.7,30.2
Pulau Ubin,2016,2,6,16.2,6.4,6.4,6.4,28,31.4,25.5,12.2,44.6
Pulau Ubin,2016,2,7,22,8,9.6,10.8,26.7,28.3,24.7,13,39.2
Pulau Ubin,2016,2,8,0.2,0.2,0.2,0.2,27.4,29.3,25.5,12.6,35.3
Pulau Ubin,2016,2,9,0,0,0,0,26.4,28.4,25.3,10.8,30.6
Pulau Ubin,2016,2,10,0.4,0.4,0.4,0.4,26.3,28.1,24.6,11.9,32.8
Pulau Ubin,2016,2,11,0,0,0,0,27.1,29.9,25.3,10.8,25.6
Pulau Ubin,2016,2,12,7.4,6.6,7.4,7.4,26.8,31.8,22.2,10.1,42.5
Pulau Ubin,2016,2,13,0.2,0.2,0.2,0.2,27.9,31.6,24.1,9.7,32.8
Pulau Ubin,2016,2,14,6.2,3,4.6,6.2,27.6,31.9,25.3,9,28.8
Pulau Ubin,2016,2,15,0,0,0,0,28.3,32.1,25.4,10.8,33.5
Pulau Ubin,2016,2,16,0,0,0,0,28.2,31.8,26.1,13,42.8
Pulau Ubin,2016,2,17,0,0,0,0,27.6,31.2,24.1,11.9,34.2
Pulau Ubin,2016,2,18,0.2,0.2,0.2,0.2,26.7,31.1,23.3,9.7,31.7
Pulau Ubin,2016,2,19,70.4,18,21.8,31.8,24.7,27.2,23.5,9.4,27.4
Pulau Ubin,2016,2,20,1,0.2,0.2,0.4,26.4,29.8,24.3,11.5,33.1
Pulau Ubin,2016,2,21,0,0,0,0,27,30.5,23.9,11.2,33.8
Pulau Ubin,2016,2,22,0,0,0,0,27.3,31.3,24.6,11.2,32.4
Pulau Ubin,2016,2,23,0.4,0.4,0.4,0.4,27.4,31.3,24.8,11.2,33.1
Pulau Ubin,2016,2,24,54.4,21.4,34.4,49,25.4,28.8,23.3,10.1,32
Pulau Ubin,2016,2,25,0,0,0,0,27,30.6,24.3,12.2,42.5
Pulau Ubin,2016,2,26,0,0,0,0,27.7,31.4,25.2,12.2,36.4
Pulau Ubin,2016,2,27,0,0,0,0,27.6,31.6,24,11.5,36.7
Pulau Ubin,2016,2,28,0,0,0,0,28,31.7,25.3,12.6,38.2
Pulau Ubin,2016,2,29,0,0,0,0,28.2,31.4,26.3,13.3,38.9
