Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2019,1,1,3,2.8,3,3,28.3,34.8,24.2,4.7,26.6
Clementi,2019,1,2,0,0,0,0,28.7,33.1,25.5,6.5,25.9
Clementi,2019,1,3,2.4,2,2,2,28.7,32.2,26,8.6,30.6
Clementi,2019,1,4,0,0,0,0,29.2,33.6,26.2,6.8,23.8
Clementi,2019,1,5,3.2,3.2,3.2,3.2,28.1,33.8,26.4,4,17.3
Clementi,2019,1,6,0,0,0,0,28.2,32.2,25.8,7.6,34.6
Clementi,2019,1,7,0,0,0,0,28.4,32.2,26,8.6,34.6
Clementi,2019,1,8,6.2,4.4,4.4,5.8,27.4,32,24.8,5.4,27
Clementi,2019,1,9,0,0,0,0,28.1,32,25.6,7.2,35.3
Clementi,2019,1,10,0,0,0,0,28.3,32.5,25.8,8.3,37.1
Clementi,2019,1,11,0,0,0,0,28,31.8,24.9,7.2,33.5
Clementi,2019,1,12,46.4,33.2,41.8,44.2,27.6,33.8,24.1,5.4,27
Clementi,2019,1,13,0.2,0.2,0.2,0.2,27.4,33.5,25.2,6.1,29.9
Clementi,2019,1,14,0,0,0,0,27.7,32.5,25.3,5.8,30.6
Clementi,2019,1,15,0,0,0,0,28.5,33.4,25.6,5.4,21.2
Clementi,2019,1,16,0,0,0,0,28.2,32.9,25.5,6.1,25.2
Clementi,2019,1,17,15.2,6.2,6.8,11.2,26.5,31.7,24.4,5.4,27.7
Clementi,2019,1,18,25.8,6.8,10.2,13.6,25.6,28.3,23.2,6.1,30.6
Clementi,2019,1,19,0,0,0,0,27.3,31.5,24.4,5.8,32.4
Clementi,2019,1,20,1.2,1,1.2,1.2,27.9,32.4,25.4,6.5,31
Clementi,2019,1,21,0,0,0,0,27.9,32.7,25.5,6.1,31
Clementi,2019,1,22,0,0,0,0,27.5,31.1,25.4,7.2,33.5
Clementi,2019,1,23,0,0,0,0,27.7,31.3,25.5,8.6,40.7
Clementi,2019,1,24,0.8,0.8,0.8,0.8,27.2,30.7,25.3,7.6,35.3
Clementi,2019,1,25,0.4,0.2,0.2,0.4,26.8,30.3,24.7,7.2,32.4
Clementi,2019,1,26,0,0,0,0,26.9,30.8,24.6,8.3,36.7
Clementi,2019,1,27,0,0,0,0,27.4,31.9,25.2,7.6,35.3
Clementi,2019,1,28,3.4,3.2,3.2,3.2,26.4,28.9,24.8,6.8,40
Clementi,2019,1,29,0,0,0,0,27.5,32.1,25.2,8.6,37.8
Clementi,2019,1,30,0,0,0,0,27.8,32.1,25.5,7.2,33.5
Clementi,2019,1,31,0,0,0,0,27.4,31.7,25.3,6.1,28.8
