Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2014,2,1,0,0,0,0,26.9,34.3,23.7,11.2,32.8
Marina Barrage,2014,2,2,0,0,0,0,26.4,31.6,23.9,9.9,34.9
Marina Barrage,2014,2,3,0,0,0,0,26.8,33,24.1,8.4,25.9
Marina Barrage,2014,2,4,0,0,0,0,27,33.4,24.3,8.5,24.8
Marina Barrage,2014,2,5,0,0,0,0,26.9,34.9,24.1,10,29.2
Marina Barrage,2014,2,6,0,0,0,0,27,32.9,24.2,9.7,29.5
Marina Barrage,2014,2,7,0,0,0,0,27,32.9,24.9,9.1,27
Marina Barrage,2014,2,8,0,0,0,0,27.2,32.6,24.7,7.6,23.8
Marina Barrage,2014,2,9,3,3,3,3,27.3,31,25.2,7.4,23
Marina Barrage,2014,2,10,0,0,0,0,28,33.7,25.3,6.6,25.6
Marina Barrage,2014,2,11,0,0,0,0,28.2,34.2,25.7,10,31
Marina Barrage,2014,2,12,0,0,0,0,27.7,32.7,25,10.8,35.6
Marina Barrage,2014,2,13,0,0,0,0,28.2,34.2,25.8,11.6,34.6
Marina Barrage,2014,2,14,0,0,0,0,27.9,31.5,25.7,11.4,35.6
Marina Barrage,2014,2,15,0,0,0,0,27.8,31.6,25.5,12.6,34.6
Marina Barrage,2014,2,16,0,0,0,0,27.9,31.9,25.6,11,31.3
Marina Barrage,2014,2,17,0,0,0,0,27.8,31.5,25.7,11.6,34.6
Marina Barrage,2014,2,18,0,0,0,0,28,32.4,25.6,10.4,33.1
Marina Barrage,2014,2,19,0,0,0,0,28,32.4,25.4,9.2,28.4
Marina Barrage,2014,2,20,0,0,0,0,27.9,31.6,25.6,11.7,35.6
Marina Barrage,2014,2,21,0,0,0,0,27.7,30.5,25.9,13,38.5
Marina Barrage,2014,2,22,0,0,0,0,28,32.4,25.5,14.3,44.3
Marina Barrage,2014,2,23,0,0,0,0,27.6,31.4,22,11.1,37.1
Marina Barrage,2014,2,24,0,0,0,0,27.3,31.7,24.9,11.8,36.4
Marina Barrage,2014,2,25,0,0,0,0,27.3,31.6,24.7,11.5,31.7
Marina Barrage,2014,2,26,0,0,0,0,27.5,31.1,24.9,12,36.4
Marina Barrage,2014,2,27,0,0,0,0,27.9,32.1,25,12.4,39.2
Marina Barrage,2014,2,28,0,0,0,0,27.8,31.8,25.2,11.2,36.7
