Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2013,6,1,0,—,—,—,28.7,32.9,26.1,4.3,45.4
Marina Barrage,2013,6,2,0.2,—,—,—,29.4,33.3,26.5,4.4,32
Marina Barrage,2013,6,3,0.2,—,—,—,28.9,32.5,26.8,3.9,17.6
Marina Barrage,2013,6,4,0,—,—,—,28.6,31.9,27.3,5,22
Marina Barrage,2013,6,5,13.6,—,—,—,28.1,32.9,23.7,6.9,43.9
Marina Barrage,2013,6,6,0.6,—,—,—,28.8,34.8,26,6.1,20.5
Marina Barrage,2013,6,7,0,—,—,—,29,33.9,26.7,6.4,30.6
Marina Barrage,2013,6,8,0.2,—,—,—,29.2,33.4,26.5,5.1,22.3
Marina Barrage,2013,6,9,10.4,—,—,—,28.2,29.8,24.4,4.9,41.8
Marina Barrage,2013,6,10,5.6,—,—,—,29.1,32.7,24.7,6.2,91.8
Marina Barrage,2013,6,11,0.2,—,—,—,29.6,32.2,25.4,5.9,35.3
Marina Barrage,2013,6,12,0,—,—,—,30.3,33.5,28.6,6.4,36.4
Marina Barrage,2013,6,13,0,—,—,—,30.4,32.8,28.1,4.3,18.7
Marina Barrage,2013,6,14,0,—,—,—,30.5,33.2,28.7,4.8,27
Marina Barrage,2013,6,15,0,—,—,—,30.7,33.6,28.8,4.4,20.2
Marina Barrage,2013,6,16,17.6,—,—,—,30.3,33.3,24.5,5,46.4
Marina Barrage,2013,6,17,0,—,—,—,29.9,33.8,25.7,5.7,27.7
Marina Barrage,2013,6,18,0,—,—,—,30.9,34.8,28.2,6.2,36.7
Marina Barrage,2013,6,19,0,—,—,—,31,34.5,28.7,6,31.3
Marina Barrage,2013,6,20,0,—,—,—,30.9,34.3,28.5,7.8,29.2
Marina Barrage,2013,6,21,0,—,—,—,30.5,33.4,28.2,5.6,22.7
Marina Barrage,2013,6,22,0,—,—,—,30.8,34.4,28.7,4.7,23.8
Marina Barrage,2013,6,23,0,—,—,—,30.8,34.7,28.7,3.8,17.3
Marina Barrage,2013,6,24,0,—,—,—,30.8,34.7,29,6.9,19.8
Marina Barrage,2013,6,25,0.2,—,—,—,30.4,34.7,28.2,6.3,41
Marina Barrage,2013,6,26,7.8,—,—,—,28.7,32,25.1,4.8,27.4
Marina Barrage,2013,6,27,0,—,—,—,29.7,32.8,27.6,5.8,29.5
Marina Barrage,2013,6,28,0,—,—,—,29.6,32.5,26.8,4,20.5
Marina Barrage,2013,6,29,0.8,—,—,—,29.9,32.8,27.9,4.1,21.2
Marina Barrage,2013,6,30,0.2,—,—,—,28.3,31,26.2,5.3,35.3
