Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Boon Lay (East),2014,11,1,4.8,4.6,4.8,4.8,28.5,31.4,26,7,21.2
Boon Lay (East),2014,11,2,0,0,0,0,29.4,32.2,26.7,6.7,24.8
Boon Lay (East),2014,11,3,0,0,0,0,30.1,33,26.8,7.2,28.1
Boon Lay (East),2014,11,4,0,0,0,0,30.5,34.3,27.7,6.3,26.3
Boon Lay (East),2014,11,5,1.4,0.6,0.8,1.2,28.7,34.2,25.7,6.1,33.1
Boon Lay (East),2014,11,6,5.8,4.6,4.6,4.6,27.2,31.4,25,6.8,32
Boon Lay (East),2014,11,7,3.6,3.2,3.2,3.2,27.7,31.6,24.7,6.7,31.7
Boon Lay (East),2014,11,8,15.8,6.4,9.2,10.6,27.5,32.3,24.4,8,29.2
Boon Lay (East),2014,11,9,16,7.8,7.8,8.2,27.6,30.8,23.4,5.6,54
Boon Lay (East),2014,11,10,3.2,3.2,3.2,3.2,27.9,30.3,24.7,5.9,33.5
Boon Lay (East),2014,11,11,2,1,1.6,2,27.3,31.3,26,5,33.5
Boon Lay (East),2014,11,12,3.2,2.6,2.6,2.6,27.2,32.4,24.3,4.8,33.5
Boon Lay (East),2014,11,13,0.2,0.2,0.2,0.2,27.9,34,25.1,6.9,35.3
Boon Lay (East),2014,11,14,2,0.8,1.4,2,27.6,31.9,24.5,9.3,33.5
Boon Lay (East),2014,11,15,10.2,5.4,5.4,5.6,27.3,32.2,24.7,5.7,38.5
Boon Lay (East),2014,11,16,0,0,0,0,27.1,31.3,25,5.7,29.2
Boon Lay (East),2014,11,17,4.2,3.8,3.8,3.8,26.9,32,25.2,6.1,35.3
Boon Lay (East),2014,11,18,4.2,0.6,1.2,2,25.9,27.7,24.5,4.6,16.6
Boon Lay (East),2014,11,19,0,0,0,0,27.9,32.6,24.9,5.6,24.1
Boon Lay (East),2014,11,20,64.6,40.8,61,64.4,27.1,32.2,23.6,5.8,37.8
Boon Lay (East),2014,11,21,0.2,0.2,0.2,0.2,27.9,31.4,25.5,4.6,19.1
Boon Lay (East),2014,11,22,15.8,12.6,14.4,14.4,27.8,32.3,25.6,4.3,26.3
Boon Lay (East),2014,11,23,10.4,5.2,6.4,6.6,27,32.3,25.2,5,22
Boon Lay (East),2014,11,24,22.2,15.2,20.4,21,27.4,31.6,24.7,5.3,24.8
Boon Lay (East),2014,11,25,20.8,16.8,19.8,20,27.7,33,25.4,5,31.3
Boon Lay (East),2014,11,26,41.8,33.6,40,41,27.4,33.2,24.1,6,40
Boon Lay (East),2014,11,27,0,0,0,0,27.9,32.4,25.3,5.5,24.1
Boon Lay (East),2014,11,28,13.4,13.4,13.4,13.4,28.4,31.9,25.7,4.8,25.9
Boon Lay (East),2014,11,29,1,0.4,0.4,0.6,26.5,31,24.8,6.2,40
Boon Lay (East),2014,11,30,0,0,0,0,28,31.9,24.8,5.6,24.1
