Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2013,6,1,18.6,—,—,—,29.1,31.9,27,7.5,27.4
Tuas South,2013,6,2,0,—,—,—,29.3,32.5,23.5,8.6,31.7
Tuas South,2013,6,3,10,—,—,—,29.4,32.2,26.2,7.2,25.6
Tuas South,2013,6,4,0.4,—,—,—,28.4,31.1,25.1,7.2,29.2
Tuas South,2013,6,5,0.6,—,—,—,27.8,32.6,25.1,7.2,25.9
Tuas South,2013,6,6,0,—,—,—,29,33.6,26.1,6.3,20.2
Tuas South,2013,6,7,0,—,—,—,29.1,34.1,26.8,6.5,24.5
Tuas South,2013,6,8,5.6,—,—,—,29,31.8,26.3,6.9,17.6
Tuas South,2013,6,9,26.2,—,—,—,28.1,29.6,25.5,10,43.6
Tuas South,2013,6,10,1.8,—,—,—,28.9,31.5,24.5,10.4,32
Tuas South,2013,6,11,0,—,—,—,29.8,31.4,26.5,11.3,35.3
Tuas South,2013,6,12,0,—,—,—,30.4,31.4,29,17.6,45.4
Tuas South,2013,6,13,0,—,—,—,30.4,32.7,28.1,6.9,19.8
Tuas South,2013,6,14,0,—,—,—,30.5,32.4,28.9,8,23.4
Tuas South,2013,6,15,0,—,—,—,30.5,32.4,28.7,7.2,18.7
Tuas South,2013,6,16,8.8,—,—,—,30.4,32.3,25.9,7.8,51.1
Tuas South,2013,6,17,0,—,—,—,29.9,32.2,27.9,7.9,37.1
Tuas South,2013,6,18,0,—,—,—,30.6,33.3,28.4,10.1,45.4
Tuas South,2013,6,19,0,—,—,—,30.8,33.1,28.4,11.4,31.7
Tuas South,2013,6,20,0,—,—,—,30.4,32.8,27.9,8.8,31
Tuas South,2013,6,21,0,—,—,—,30.3,32.6,28.1,9.4,23.8
Tuas South,2013,6,22,0,—,—,—,30.5,32.5,28.7,7.9,19.1
Tuas South,2013,6,23,0,—,—,—,30.4,33.4,28.5,6.2,24.1
Tuas South,2013,6,24,0,—,—,—,30.7,33.8,28.6,5.8,20.5
Tuas South,2013,6,25,2.6,—,—,—,28.9,32.8,24.9,4.3,26.6
Tuas South,2013,6,26,5.4,—,—,—,27.6,29.4,23.6,4.9,25.9
Tuas South,2013,6,27,0,—,—,—,28.9,31.5,26,7.9,29.2
Tuas South,2013,6,28,0.2,—,—,—,28.8,31,26.8,6.5,27
Tuas South,2013,6,29,0,—,—,—,29.4,31.5,27.3,6.5,19.8
Tuas South,2013,6,30,0,—,—,—,27.6,29.8,25.8,6.8,45
