Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2017,5,1,0,0,0,0,28.7,32,26.5,5.4,32
Clementi,2017,5,2,—,—,—,—,—,—,—,—,—
Clementi,2017,5,3,—,—,—,—,—,—,—,—,—
Clementi,2017,5,4,17,14,16.4,17,28.3,32.2,24.8,5,35.6
Clementi,2017,5,5,0,0,0,0,—,—,—,1.8,7.2
Clementi,2017,5,6,21.8,20.4,21.4,21.4,—,—,—,6.8,36
Clementi,2017,5,7,0.2,0.2,0.2,0.2,27.9,31,26.1,4.7,27.4
Clementi,2017,5,8,0,0,0,0,28.7,32.9,26.1,6.8,27
Clementi,2017,5,9,—,—,—,—,—,—,—,—,—
Clementi,2017,5,10,—,—,—,—,—,—,—,—,—
Clementi,2017,5,11,1.4,0.8,1.4,1.4,28,30.9,24.6,7.2,27
Clementi,2017,5,12,20.2,12.8,19.4,20,27.9,30.8,24.7,6.1,36
Clementi,2017,5,13,—,—,—,—,—,—,—,—,—
Clementi,2017,5,14,0,0,0,0,—,—,—,7.9,31.3
Clementi,2017,5,15,4.4,1.4,1.6,2.8,27.9,30.3,25.7,7.2,37.8
Clementi,2017,5,16,0.2,0.2,0.2,0.2,28.5,31.5,26.6,8.3,32.8
Clementi,2017,5,17,0,0,0,0,29.6,33.4,27.4,10.8,37.1
Clementi,2017,5,18,—,—,—,—,—,—,—,—,—
Clementi,2017,5,19,0,0,0,0,—,—,—,9.7,33.1
Clementi,2017,5,20,0,0,0,0,29.6,33.4,28.2,8.3,33.5
Clementi,2017,5,21,19.4,12.8,15.6,15.8,28,32.2,25.2,8.3,36
Clementi,2017,5,22,38.6,26.8,34.6,36.6,27.9,32.9,22.2,9.4,56.9
Clementi,2017,5,23,0,0,0,0,29.3,32.4,27.3,9.7,32.8
Clementi,2017,5,24,41.6,19.4,28.4,33,25.9,28.9,23.2,7.6,45.7
Clementi,2017,5,25,—,—,—,—,—,—,—,—,—
Clementi,2017,5,26,32.6,19,23,24.8,—,—,—,10.1,52.6
Clementi,2017,5,27,0,0,0,0,28,31.9,25.6,4.3,22.7
Clementi,2017,5,28,0,0,0,0,28.8,31.5,26.6,7.9,28.4
Clementi,2017,5,29,14,13.4,14,14,—,—,—,9,32.4
Clementi,2017,5,30,19.4,8.8,12.2,14.8,26.3,29.6,23.2,6.1,44.3
Clementi,2017,5,31,—,—,—,—,—,—,—,—,—
