Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tengah,2014,1,1,0,—,—,—,26.7,30.3,23.3,11.5,31.3
Tengah,2014,1,2,0,—,—,—,27.5,32.4,23.6,14.7,37.1
Tengah,2014,1,3,0,—,—,—,27,31.6,23.1,11.6,40.7
Tengah,2014,1,4,5.2,—,—,—,26.2,31.6,22.7,10,27.7
Tengah,2014,1,5,1.7,—,—,—,25,26.5,22.6,11.4,33.5
Tengah,2014,1,6,77.4,—,—,—,24.9,27.4,22.6,6.2,35.3
Tengah,2014,1,7,7.6,—,—,—,26.4,31.2,22.8,8.7,25.9
Tengah,2014,1,8,0,—,—,—,27,31.8,NA,14.6,33.5
Tengah,2014,1,9,0.2,—,—,—,25.8,28.5,22.8,7.8,27.7
Tengah,2014,1,10,0,—,—,—,27.1,32.4,22.8,7.5,22.3
Tengah,2014,1,11,1.5,—,—,—,26.9,32.2,23.4,15.9,42.5
Tengah,2014,1,12,2.7,—,—,—,26.2,29.7,24.1,11.8,40.7
Tengah,2014,1,13,0,—,—,—,27,30.6,22.3,18,46.4
Tengah,2014,1,14,0,—,—,—,26.5,30.4,22.3,16.4,40.7
Tengah,2014,1,15,0,—,—,—,25.9,29.9,22.7,15.3,35.3
Tengah,2014,1,16,0,—,—,—,26.2,30.3,22.8,18.2,37.1
Tengah,2014,1,17,0,—,—,—,26.2,30.3,22.8,19.2,42.5
Tengah,2014,1,18,0,—,—,—,26.3,29.7,22,18.8,44.3
Tengah,2014,1,19,0,—,—,—,26,30.6,22.6,16.6,37.1
Tengah,2014,1,20,0,—,—,—,25.9,30.8,22.6,18,46.4
Tengah,2014,1,21,0,—,—,—,26.1,31,22.2,18.2,40.7
Tengah,2014,1,22,0,—,—,—,25.4,29.7,21.7,17.4,38.9
Tengah,2014,1,23,0,—,—,—,26,30.8,22.5,16.3,44.3
Tengah,2014,1,24,0,—,—,—,25.9,29.5,21.5,17.4,40.7
Tengah,2014,1,25,0,—,—,—,25.9,30.6,21,14.7,37.1
Tengah,2014,1,26,0,—,—,—,25.7,30.9,21.2,13.5,33.5
Tengah,2014,1,27,0,—,—,—,25.8,30.8,22.2,17.4,38.9
Tengah,2014,1,28,0,—,—,—,26.8,31.4,23,19.1,42.5
Tengah,2014,1,29,0,—,—,—,26.9,32.2,21.5,19.1,44.3
Tengah,2014,1,30,0,—,—,—,26.1,32.6,21.7,17,42.5
Tengah,2014,1,31,0,—,—,—,—,32.4,20.1,16.9,37.1
