Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2018,1,1,40.6,16.6,19,26.6,24.4,27.1,23.1,4.7,29.2
Newton,2018,1,2,29.4,17.4,23,29,—,27.9,23.2,4.7,25.2
Newton,2018,1,3,45.2,32.8,43.4,45.2,—,—,—,4.7,21.2
Newton,2018,1,4,0.2,0.2,0.2,0.2,26.1,29.4,24.4,5,24.5
Newton,2018,1,5,—,—,—,—,—,—,—,—,—
Newton,2018,1,6,0,0,0,0,—,—,—,2.2,10.8
Newton,2018,1,7,2.2,2,2,2,—,—,—,9,30.2
Newton,2018,1,8,42,14.6,17.6,30.6,26.7,32.1,23.1,4,18.7
Newton,2018,1,9,44.6,33.2,35,43.2,26.5,33.2,23.3,5.8,36.4
Newton,2018,1,10,17,2,3.6,5.4,24.1,25.9,22.7,5.4,29.9
Newton,2018,1,11,—,—,—,—,—,—,—,—,—
Newton,2018,1,12,—,—,—,—,—,—,—,—,—
Newton,2018,1,13,11.2,1,1.8,2.8,22.2,22.8,21.7,9,29.2
Newton,2018,1,14,—,—,—,—,—,—,—,—,—
Newton,2018,1,15,0.6,0.4,0.6,0.6,24.2,26.9,22.3,7.9,28.4
Newton,2018,1,16,0,0,0,0,25.9,29.8,22.9,6.5,32
Newton,2018,1,17,0,0,0,0,27.1,32.4,24.5,6.8,34.6
Newton,2018,1,18,0,0,0,0,27.2,32.2,24.6,6.8,40.3
Newton,2018,1,19,27.6,22.2,24.4,27.4,26.4,32.8,23.9,5.4,30.2
Newton,2018,1,20,21.6,15.4,16,16.2,26.1,31.4,24,4.7,27.4
Newton,2018,1,21,0,0,0,0,27.3,33,24.1,6.5,26.6
Newton,2018,1,22,0,0,0,0,27.7,32.3,25.2,5.8,30.2
Newton,2018,1,23,7.8,4.2,7.2,7.8,26.6,30.6,24.8,5.4,30.6
Newton,2018,1,24,25.4,7.6,8.2,12.6,26.1,30.8,23.4,5,31.7
Newton,2018,1,25,0.6,0.2,0.2,0.2,26.3,30.6,23.6,5.4,28.8
Newton,2018,1,26,26.8,13.8,16,22.8,25.9,31.8,23.3,5,28.8
Newton,2018,1,27,0,0,0,0,27.2,31.8,24.4,5.4,27
Newton,2018,1,28,10.8,8.4,8.4,10.2,26.5,32.9,24.3,5,32.8
Newton,2018,1,29,0,0,0,0,27.3,32.6,23.9,7.2,31.7
Newton,2018,1,30,2.4,2.2,2.4,2.4,27.5,33.5,25.2,6.1,33.5
Newton,2018,1,31,4.4,3.4,4.2,4.4,27.2,32.4,24.7,6.5,29.5
