Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2013,9,1,0.4,—,—,—,27.7,30.9,25.9,7.2,28.8
Changi,2013,9,2,2.4,—,—,—,27.5,32,24.2,6.4,31.7
Changi,2013,9,3,5.2,—,—,—,27.3,30.5,25.3,4.7,26.3
Changi,2013,9,4,7.2,—,—,—,26.3,29.7,23.7,5.1,24.8
Changi,2013,9,5,44,—,—,—,25.8,27.8,23.8,5.1,23.8
Changi,2013,9,6,32.8,—,—,—,26,28.1,22.5,6.2,29.9
Changi,2013,9,7,13.6,—,—,—,25.5,28.8,22.2,5.6,46.1
Changi,2013,9,8,1.2,—,—,—,26.4,30.6,21.9,5.4,42.1
Changi,2013,9,9,1.4,—,—,—,26.3,29.7,24.7,4.8,28.8
Changi,2013,9,10,9,—,—,—,25.6,27.8,23.3,5.5,31.7
Changi,2013,9,11,0,—,—,—,27.7,30.9,24.6,8.3,28.8
Changi,2013,9,12,0,—,—,—,28.8,32,26.3,13.4,35.6
Changi,2013,9,13,0.4,—,—,—,28.2,31.3,25.7,8.8,40.3
Changi,2013,9,14,0.4,—,—,—,28.3,30.8,25.7,8.1,39.2
Changi,2013,9,15,28.6,—,—,—,25.8,27.7,23.5,5.6,31.3
Changi,2013,9,16,0,—,—,—,27.8,31.1,25,7.5,29.5
Changi,2013,9,17,21.4,—,—,—,27,30.4,22.8,7.2,38.2
Changi,2013,9,18,0,—,—,—,28.4,31.3,26,7.4,24.8
Changi,2013,9,19,0,—,—,—,28.8,32,26.7,9.4,36
Changi,2013,9,20,0,—,—,—,29,32.2,26.6,7.9,27
Changi,2013,9,21,0,—,—,—,29.1,31.9,27.1,10.6,38.2
Changi,2013,9,22,0,—,—,—,29.2,32.1,27.1,11.6,32.8
Changi,2013,9,23,0,—,—,—,29.1,32.5,26.7,10.9,27.7
Changi,2013,9,24,0,—,—,—,29.4,32.9,27.1,11.2,31.3
Changi,2013,9,25,52.6,—,—,—,27.5,30.5,21.9,8.1,51.1
Changi,2013,9,26,0.4,—,—,—,26.5,30.3,24.5,6,49
Changi,2013,9,27,0,—,—,—,28.1,31.1,26.3,6,21.6
Changi,2013,9,28,33.4,—,—,—,28.2,31.9,26.4,5.8,27.7
Changi,2013,9,29,2.2,—,—,—,27.7,31.1,22.2,6.1,45.4
Changi,2013,9,30,0.4,—,—,—,27.2,29.3,24,6.1,27
