Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Seletar,2012,10,1,0,—,—,—,28.8,34.6,24.8,9.6,33.5
Seletar,2012,10,2,0,—,—,—,28.9,33.1,25.9,—,—
Seletar,2012,10,3,5.2,—,—,—,29.7,34.3,25.9,10.3,29.5
Seletar,2012,10,4,0,—,—,—,29,33.1,24.6,—,—
Seletar,2012,10,5,1,—,—,—,28.3,32,25.5,10.2,38.9
Seletar,2012,10,6,0.2,—,—,—,28.1,32.5,25.3,8.8,35.3
Seletar,2012,10,7,6,—,—,—,27.9,31.1,24.8,10.5,44.3
Seletar,2012,10,8,0,—,—,—,29,33.8,25.2,9.8,31.3
Seletar,2012,10,9,0,—,—,—,28.3,33.4,26.1,6.7,31.3
Seletar,2012,10,10,0.7,—,—,—,28.2,33.3,25.4,7.1,24.1
Seletar,2012,10,11,0,—,—,—,28,32.7,25.3,7.2,25.9
Seletar,2012,10,12,11.9,—,—,—,28.2,34.3,25.5,7.9,53.6
Seletar,2012,10,13,4.5,—,—,—,26.7,32.2,24.3,7.9,29.5
Seletar,2012,10,14,1.1,—,—,—,27.3,33.2,24.5,7.3,37.1
Seletar,2012,10,15,0,—,—,—,28.1,33.5,25.2,—,—
Seletar,2012,10,16,0,—,—,—,28,32.8,25.4,7.4,31.3
Seletar,2012,10,17,1.8,—,—,—,27,33.7,25.1,6.4,35.3
Seletar,2012,10,18,4.6,—,—,—,26.6,30.3,25,5.7,22.3
Seletar,2012,10,19,0.3,—,—,—,26.8,30.6,24.7,8.7,24.1
Seletar,2012,10,20,8.2,—,—,—,27.1,33,24.7,8.6,42.5
Seletar,2012,10,21,4.9,—,—,—,26.6,29.2,25.1,5.7,20.5
Seletar,2012,10,22,0.3,—,—,—,27.6,33.9,25,8.3,38.9
Seletar,2012,10,23,0,—,—,—,28.6,33.3,24.5,6.8,27.7
Seletar,2012,10,24,0,—,—,—,29.5,34.6,25.9,7.8,22.3
Seletar,2012,10,25,0.6,—,—,—,29.1,33.6,26,11.1,29.5
Seletar,2012,10,26,0,—,—,—,29.5,34,26.9,14.6,37.1
Seletar,2012,10,27,0,—,—,—,29.3,33.8,26.8,9.2,25.9
Seletar,2012,10,28,0,—,—,—,29.4,34.4,26.1,12.3,33.5
Seletar,2012,10,29,0,—,—,—,29.1,33.8,26.2,10.8,37.1
Seletar,2012,10,30,1,—,—,—,28.2,32.5,26,9.9,35.3
Seletar,2012,10,31,26.9,—,—,—,27.3,31.7,24.7,9.2,29.5
