Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong (West),2018,12,1,4.6,1.2,2,3.2,26.3,31.8,24.5,7.6,35.3
Jurong (West),2018,12,2,20.6,11,17.4,17.4,25.8,32.6,23.8,6.8,33.8
Jurong (West),2018,12,3,6,3.6,5.2,5.2,25.9,30.8,23.8,5.8,21.6
Jurong (West),2018,12,4,8.4,6,6,6,26.9,30.9,24.6,5.4,23.8
Jurong (West),2018,12,5,34,23,32,32.4,26.2,31.7,22.9,5.4,24.8
Jurong (West),2018,12,6,22.4,17,22,22.2,25.7,30.5,23,5.4,27
Jurong (West),2018,12,7,4.8,4,4.2,4.6,26.6,30.9,24,5,17.6
Jurong (West),2018,12,8,44.2,20.8,34.6,42.2,26.3,32.9,23.2,5.8,28.8
Jurong (West),2018,12,9,18.2,16.4,16.4,16.4,27.1,32.6,25,4.3,21.6
Jurong (West),2018,12,10,57.2,49.8,56.8,57.2,26.6,31.9,22.8,5,30.6
Jurong (West),2018,12,11,16,7,10,12.2,25.6,29.7,23.7,6.1,42.5
Jurong (West),2018,12,12,12,6.4,8.8,12,26,31.3,23.8,5.4,36.7
Jurong (West),2018,12,13,0,0,0,0,25.8,28.6,23.9,7.2,25.9
Jurong (West),2018,12,14,0,0,0,0,26.2,30.2,23.6,6.5,27.4
Jurong (West),2018,12,15,39.8,23.6,32.2,35,26.1,31.9,23.3,5.8,23.4
Jurong (West),2018,12,16,1.8,0.8,0.8,0.8,26.4,31.3,23.7,6.1,23.4
Jurong (West),2018,12,17,6.4,6.4,6.4,6.4,26.7,31.9,23.7,5.4,30.2
Jurong (West),2018,12,18,7,6.8,7,7,27.4,31.7,24.8,5.8,22.7
Jurong (West),2018,12,19,0,0,0,0,27.6,31.9,25.5,5.8,23.8
Jurong (West),2018,12,20,0.4,0.4,0.4,0.4,27.5,32.7,24.8,8.3,33.5
Jurong (West),2018,12,21,0.8,0.8,0.8,0.8,27.6,32.3,25,9,37.4
Jurong (West),2018,12,22,0,0,0,0,27.9,32.8,25,6.5,31.3
Jurong (West),2018,12,23,0,0,0,0,27.9,33.1,25.1,5,19.8
Jurong (West),2018,12,24,0,0,0,0,28.5,32.7,25.5,6.8,27.7
Jurong (West),2018,12,25,0,0,0,0,28.2,31.8,25.4,8.6,40.7
Jurong (West),2018,12,26,4.4,4.2,4.2,4.4,27.3,31.5,23.1,12.2,44.3
Jurong (West),2018,12,27,0,0,0,0,26.8,29.4,24.9,8.6,34.6
Jurong (West),2018,12,28,0,0,0,0,28.4,31.9,25.8,10.1,41.8
Jurong (West),2018,12,29,1.4,1,1.2,1.4,27,29.7,23.7,7.2,21.2
Jurong (West),2018,12,30,0,0,0,0,28.1,32.9,25.7,7.9,29.5
Jurong (West),2018,12,31,10.8,3.2,5.6,7.4,26.5,31.2,24.4,7.6,42.5
