Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2012,4,1,29.2,—,—,—,28.2,30.2,25.6,10.8,31
East Coast Parkway,2012,4,2,1.4,—,—,—,26.8,28.3,21.8,12.4,61.9
East Coast Parkway,2012,4,3,2,—,—,—,27.5,29.1,25.5,11.3,44.6
East Coast Parkway,2012,4,4,0.8,—,—,—,27.2,29.8,23.2,10.4,47.5
East Coast Parkway,2012,4,5,0,—,—,—,27.8,29.7,26,7.3,28.8
East Coast Parkway,2012,4,6,0,—,—,—,27.6,29.3,25.2,6.6,39.6
East Coast Parkway,2012,4,7,0,—,—,—,27.4,29,25.2,8.1,29.9
East Coast Parkway,2012,4,8,0,—,—,—,27.6,29.5,25.7,6.7,34.2
East Coast Parkway,2012,4,9,0,—,—,—,27.4,29,25.8,5.9,24.5
East Coast Parkway,2012,4,10,63.8,—,—,—,26.6,30.8,23.6,6.1,45.7
East Coast Parkway,2012,4,11,0.2,—,—,—,26.8,28.2,25.1,7.5,34.2
East Coast Parkway,2012,4,12,0,—,—,—,28.1,29.8,25.6,11.6,26.6
East Coast Parkway,2012,4,13,0,—,—,—,28.6,30.2,26.1,7.8,23
East Coast Parkway,2012,4,14,1.4,—,—,—,27.8,30,25.9,10,42.8
East Coast Parkway,2012,4,15,1.6,—,—,—,27.4,29.2,25.3,8.4,25.9
East Coast Parkway,2012,4,16,0,—,—,—,28.2,30.2,26.4,7.2,32.8
East Coast Parkway,2012,4,17,0.2,—,—,—,27.5,29.1,26.2,10.5,31.3
East Coast Parkway,2012,4,18,0,—,—,—,28.5,30.3,27.5,10,29.5
East Coast Parkway,2012,4,19,50.8,—,—,—,27,29.3,23.5,5.8,31.7
East Coast Parkway,2012,4,20,0,—,—,—,28.3,29.9,25.6,10.8,27
East Coast Parkway,2012,4,21,31.4,—,—,—,27.1,28.5,24.3,11,34.9
East Coast Parkway,2012,4,22,0.2,—,—,—,28,30,25,11.8,27
East Coast Parkway,2012,4,23,0.2,—,—,—,28,30.5,25.7,6.3,34.6
East Coast Parkway,2012,4,24,0.8,—,—,—,26.9,29.9,25.5,10.1,43.9
East Coast Parkway,2012,4,25,0.4,—,—,—,28.2,30,27.2,12.4,29.5
East Coast Parkway,2012,4,26,2,—,—,—,28.3,29.7,26.4,12,32.8
East Coast Parkway,2012,4,27,0,—,—,—,28.6,30.7,25.2,10.6,51.8
East Coast Parkway,2012,4,28,0.2,—,—,—,29,30.7,25.6,9.3,38.5
East Coast Parkway,2012,4,29,7,—,—,—,28.9,31.4,27.4,6.6,30.6
East Coast Parkway,2012,4,30,0.2,—,—,—,27.8,29.4,25.5,9.7,34.9
